query_id, cpu_used(%), ram_used(gb)
12, 3.2, 1.10
13, 65.1, 1.10
13, 76.9, 1.19
13, 78.5, 1.34
13, 78.1, 1.59
13, 74.6, 1.81
14, 65.6, 1.10
14, 71.6, 1.36
14, 98.5, 1.37
14, 90.6, 1.43
14, 86.2, 1.61
14, 84.8, 1.75
14, 82.4, 1.93
14, 83.6, 2.18
14, 70.1, 2.61
14, 85.1, 2.90
14, 68.7, 3.39
14, 14.1, 4.11
14, us., 4.13
14, 98.5, 4.13
14, 98.5, 4.12
14, us., 4.12
14, us., 4.12
14, 98.5, 4.12
14, 98.5, 4.12
14, 98.5, 4.12
14, 98.5, 4.12
14, us., 4.12
14, 98.5, 4.12
14, 98.5, 4.12
14, us., 4.12
14, 98.5, 3.19
14, 95.5, 3.19
14, 84.4, 3.17
14, 61.5, 3.40
14, us., 3.54
14, us., 3.54
14, us., 3.53
14, 98.5, 3.53
14, 98.5, 3.53
14, 98.5, 3.52
14, 97.0, 3.52
14, 46.2, 2.39
14, 98.5, 2.39
14, us., 2.35
14, 98.5, 2.35
14, 95.5, 2.38
14, 89.7, 2.41
14, 43.9, 2.75
14, 79.1, 3.01
14, 96.9, 2.99
14, 98.5, 2.99
14, us., 2.99
14, 98.5, 2.99
14, 98.5, 2.98
14, us., 2.98
14, 44.6, 2.09
14, 95.5, 2.08
14, 86.6, 2.10
14, 63.6, 2.32
14, 80.0, 2.75
14, 98.5, 2.81
14, 98.5, 2.81
14, us., 2.81
14, us., 2.81
14, 98.5, 2.81
14, us., 2.81
14, 78.5, 2.50
14, 3.2, 1.27
15, 34.9, 1.26
16, 4.8, 1.26
17, 63.5, 1.29
17, 77.3, 1.38
17, 73.0, 1.46
17, 1.6, 0.84
18, 56.2, 0.92
18, 58.1, 1.03
19, 66.2, 1.14
19, 71.2, 1.33
19, 3.3, 1.09
20, 3.2, 1.09
21, 4.8, 1.10
22, 78.5, 1.12
22, 98.5, 1.12
22, 67.2, 1.12
23, 71.2, 1.17
23, 87.5, 1.24
23, 89.2, 1.38
23, 84.8, 1.55
23, 84.8, 1.72
23, 85.1, 1.91
23, 84.6, 2.11
23, 84.6, 2.33
23, 84.4, 2.56
23, 85.9, 2.81
23, 85.9, 3.03
23, 83.6, 3.27
23, 91.0, 3.45
23, 92.5, 3.58
23, 92.6, 3.68
23, 94.0, 3.79
23, 92.3, 3.89
23, 98.5, 3.89
23, 95.5, 3.89
23, 95.4, 3.89
23, 92.3, 3.89
23, 90.8, 3.66
23, 87.7, 3.12
23, 98.5, 2.99
23, 98.5, 2.68
23, 97.0, 2.68
23, 84.8, 2.67
23, 90.9, 2.62
23, 89.4, 2.61
23, 89.2, 2.63
23, 86.6, 2.70
23, 86.6, 2.76
23, 86.6, 2.87
23, 85.1, 3.01
23, 86.2, 3.22
23, 90.9, 3.41
23, 87.9, 3.61
23, 87.3, 3.82
23, 87.9, 4.01
23, 95.4, 4.05
23, 98.5, 4.06
23, 97.0, 4.10
23, 95.5, 4.14
23, us., 4.14
23, 97.0, 4.13
23, 88.1, 4.13
23, 95.4, 4.13
23, 94.1, 4.13
23, us., 4.11
23, 98.5, 4.11
23, 77.6, 3.77
23, 97.0, 3.24
23, 92.3, 3.19
23, 4.8, 1.48
24, 63.5, 1.48
24, 75.0, 1.48
24, 73.8, 1.52
24, 98.5, 1.52
24, 98.5, 1.53
25, 58.7, 0.89
25, 68.8, 1.19
25, 73.8, 1.52
26, 69.2, 0.94
27, 65.1, 1.04
27, 74.2, 1.22
27, 75.0, 1.47
27, 35.5, 1.19
28, 68.8, 1.08
28, 75.8, 1.32
28, 97.1, 1.41
28, us., 1.41
28, us., 1.41
28, us., 1.41
28, 98.5, 1.41
28, us., 1.41
28, 68.3, 1.06
29, 60.3, 1.13
29, 73.8, 1.30
29, 78.5, 1.43
29, 4.8, 0.82
30, 46.9, 0.89
31, 64.5, 0.96
31, 78.8, 1.13
31, 80.3, 1.35
32, 3.2, 0.79
33, 61.3, 0.96
33, 70.1, 1.30
33, 20.3, 0.98
34, 72.3, 1.06
34, 82.1, 1.24
34, 14.1, 0.92
35, 67.7, 1.05
35, 84.8, 1.17
35, 61.9, 1.31
35, 1.6, 1.07
36, 73.8, 1.13
36, 83.1, 1.23
36, 84.6, 1.34
36, 83.6, 1.48
36, 16.1, 1.09
37, 3.2, 1.09
38, 73.8, 1.14
38, 90.9, 1.19
38, 89.4, 1.26
38, 91.0, 1.33
38, 39.7, 1.21
39, 59.4, 1.24
40, 4.8, 1.24
41, 6.3, 1.23
42, 65.2, 1.27
42, 56.2, 1.20
43, 79.7, 1.20
43, 91.0, 1.24
43, 87.5, 1.28
43, 50.0, 0.96
44, 75.8, 1.01
44, 98.5, 1.01
45, 61.9, 1.05
45, 1.6, 0.92
46, 70.3, 0.99
46, 78.5, 1.16
46, 80.0, 1.37
46, 59.4, 1.56
46, 24.6, 1.59
46, 1.6, 0.86
47, 71.9, 0.95
47, 87.5, 1.09
47, 84.6, 1.24
47, 86.2, 1.39
47, 84.6, 1.55
47, 86.2, 1.73
47, 84.8, 1.92
47, 95.2, 1.92
47, 3.2, 1.25
48, 67.2, 1.31
48, 83.1, 1.43
48, 81.2, 1.54
48, 84.1, 1.65
48, 7.9, 1.20
49, 60.9, 1.26
49, 70.3, 1.42
49, 71.4, 1.70
49, 1.6, 1.18
50, 70.3, 1.23
50, 87.5, 1.30
50, 88.7, 1.38
50, 89.4, 1.46
50, 1.6, 1.04
51, 69.7, 1.12
51, 80.6, 1.26
51, 80.3, 1.40
51, 92.4, 1.53
51, 92.6, 1.55
51, 89.1, 1.57
51, 98.5, 1.57
51, 72.7, 1.64
51, 98.5, 1.66
51, 97.0, 1.66
51, 73.4, 1.69
51, 86.2, 1.91
51, 93.9, 1.94
51, 95.3, 1.94
51, 98.5, 1.94
51, 20.6, 0.88
52, 63.1, 0.92
52, 57.8, 1.04
53, 61.9, 1.13
53, 71.9, 1.37
54, 65.1, 1.26
54, 70.3, 1.44
54, 1.6, 1.22
55, 65.1, 1.25
55, 60.3, 1.32
56, 62.5, 1.35
56, 67.7, 1.51
56, 35.4, 1.11
57, 80.0, 1.14
57, 93.9, 1.17
58, 57.8, 1.29
58, 67.7, 1.49
59, 81.8, 1.08
59, 95.5, 1.10
59, 95.5, 1.13
59, 95.5, 1.15
59, 97.0, 1.19
59, 95.5, 1.21
59, 95.5, 1.24
59, 95.5, 1.26
59, 62.5, 1.09
60, 65.1, 1.14
60, 73.4, 1.33
60, 47.6, 1.30
61, 14.3, 1.25
62, 77.8, 1.27
62, 44.4, 1.20
63, 64.1, 1.28
63, 73.0, 1.47
64, 53.8, 1.26
64, 95.2, 1.34
64, 95.5, 1.37
64, 95.4, 1.40
64, 93.8, 1.44
64, 83.3, 1.51
64, 74.6, 1.66
64, 77.3, 1.85
64, 72.3, 2.09
64, 1.6, 0.93
65, 71.4, 1.07
65, 80.3, 1.28
65, 79.4, 1.52
65, 80.0, 1.72
65, 98.5, 1.72
65, 98.5, 1.73
65, 92.4, 1.78
65, 9.4, 1.02
66, 73.4, 1.09
66, 51.6, 0.93
67, 73.0, 0.99
67, 85.3, 1.15
67, 90.8, 1.26
67, 90.8, 1.39
67, 89.2, 1.52
67, 87.9, 1.65
67, 87.9, 1.77
67, 87.5, 1.95
67, 87.7, 2.14
67, 85.1, 2.31
67, 91.0, 2.48
67, 89.4, 2.65
67, 87.3, 2.82
67, 89.4, 2.99
67, 90.8, 3.17
67, 86.4, 3.35
67, 89.6, 3.53
67, 89.6, 3.70
67, 90.8, 3.87
67, 90.8, 4.04
67, 87.3, 4.20
67, 89.4, 4.37
67, 88.1, 4.55
67, 88.1, 4.72
67, 86.6, 4.90
67, 88.1, 5.06
67, 89.1, 5.24
67, 86.6, 5.41
67, 86.6, 5.58
67, 87.7, 5.75
67, 87.9, 5.94
67, 87.9, 6.10
67, 89.4, 6.28
67, 83.3, 6.43
67, 97.1, 6.43
67, 92.4, 6.43
67, 82.1, 6.43
67, 97.0, 6.43
67, 90.9, 5.83
67, us., 5.60
67, 64.2, 4.10
67, 84.8, 3.86
67, 74.6, 3.70
67, 85.1, 3.69
67, 92.4, 3.69
67, 88.2, 3.55
67, 78.5, 3.55
67, 66.2, 3.47
67, 3.3, 1.64
68, 65.1, 1.24
68, 76.9, 1.28
68, 77.3, 1.41
68, 76.9, 1.69
68, 1.6, 0.91
69, 19.0, 0.92
70, 71.0, 1.00
70, 80.0, 1.20
70, us., 1.27
70, 98.5, 1.27
71, 62.5, 1.21
71, 76.1, 1.37
71, 9.7, 1.00
72, 53.8, 1.06
72, 60.0, 1.22
72, 20.6, 1.28
72, 57.6, 1.23
73, 75.4, 1.27
73, 79.7, 1.33
73, 4.8, 1.23
74, 62.9, 1.29
74, 54.0, 1.30
74, 75.4, 1.44
74, 76.2, 1.61
74, 34.4, 1.63
74, 80.0, 1.70
74, 49.2, 1.71
74, 50.8, 1.73
74, 64.6, 1.79
74, 89.2, 1.79
74, 80.0, 1.86
74, 48.5, 2.04
74, 57.8, 2.04
74, 50.8, 2.04
74, 40.3, 1.49
75, 68.2, 1.20
75, 72.3, 1.31
75, 75.4, 1.42
75, 82.8, 1.56
75, 78.8, 1.85
75, 93.9, 1.96
75, 92.3, 2.10
75, 89.2, 2.13
75, 1.6, 0.96
76, 68.3, 1.06
76, 75.8, 1.30
76, 66.2, 1.61
76, 27.0, 1.01
77, 3.2, 1.00
78, 58.7, 1.04
78, 83.1, 1.21
78, 85.1, 1.39
78, 98.5, 1.39
78, 83.6, 1.47
78, 81.8, 1.66
78, 60.6, 1.92
78, 90.9, 1.98
78, 84.8, 2.20
78, 82.1, 2.45
78, 87.5, 2.70
78, 84.6, 2.96
78, 80.6, 3.22
78, 83.3, 3.45
78, 98.5, 3.45
78, 98.5, 3.45
78, 95.4, 3.45
78, 95.6, 3.45
78, 31.2, 2.82
78, 1.6, 1.25
79, 71.9, 1.30
79, 80.3, 1.42
79, 81.2, 1.55
79, 81.5, 1.67
80, 3.2, 1.17
81, 50.8, 1.20
82, 3.2, 1.20
83, 40.3, 1.20
84, 53.1, 1.20
85, 63.5, 1.20
85, 79.4, 1.31
86, 76.6, 0.95
87, 73.4, 1.04
87, 93.9, 1.08
87, 89.4, 1.14
87, 90.8, 1.20
87, 94.0, 1.24
88, 60.9, 0.92
88, 83.6, 1.07
88, us., 1.07
88, 98.5, 1.07
88, us., 1.07
88, 98.5, 1.07
88, 97.0, 1.08
89, 68.2, 0.88
89, 79.7, 1.08
89, 30.8, 0.98
90, 71.0, 1.02
91, 24.2, 1.05
92, 1.6, 1.05
93, 57.1, 1.11
93, 27.7, 1.11
94, 3.2, 1.10
95, 3.2, 1.10
96, 69.8, 1.14
96, 40.3, 1.25
97, 73.8, 1.28
97, 83.1, 1.33
97, 88.2, 1.43
97, 95.5, 1.47
97, 70.1, 1.76
97, 96.9, 1.80
97, 98.5, 1.80
97, 15.6, 1.13
98, 3.2, 1.13
99, 84.1, 1.13
99, 97.0, 1.14
