query_id, cpu_used(%), ram_used(gb)
1, 73.4, 0.75
2, 11.5, 0.75
3, 38.3, 0.69
4, 37.1, 0.71
5, 42.6, 0.72
6, 17.7, 0.70
7, 43.5, 0.71
8, 35.5, 0.69
9, 73.0, 0.77
10, 57.8, 0.76
11, 11.3, 0.76
12, 36.5, 0.80
13, 81.0, 0.81
14, 29.0, 0.85
15, 41.0, 0.83
16, 22.6, 0.80
17, 36.5, 0.83
18, 82.3, 0.86
19, 52.4, 0.77
20, 37.1, 0.75
21, 72.6, 0.78
22, 15.9, 0.70
