query_id,real_time(s),user_time(s),sys_time(s)
1,0.13,0.446087,0.060634
2,0.026,0.053517,0.021245
3,0.083,0.221091,0.078685
4,0.072,0.209889,0.047723
5,0.088,0.248142,0.064509
6,0.039,0.100479,0.0523
7,0.095,0.251934,0.086632
8,0.085,0.212801,0.082705
9,0.232,0.705974,0.160871
10,0.173,0.434902,0.092847
11,0.019,0.055941,0.010699
12,0.068,0.20352,0.057035
13,0.175,0.572236,0.064244
14,0.069,0.137625,0.074766
15,0.071,0.219036,0.055611
16,0.045,0.119048,0.023581
17,0.07,0.21048,0.051623
18,0.188,0.627303,0.075984
19,0.113,0.309332,0.082262
20,0.078,0.213881,0.071106
21,0.207,0.645497,0.086902
22,0.044,0.078956,0.013995
