query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,3840,77.29,20,10.08,12.12,26.17
query 3,7803,76.83,20,1.59,4.1,25.98
query 6,2675,68.27,14,1.79,4.1,36.27
query 7,8996,76.5,12,2.83,4.1,26.03
query 9,3549,74.19,28,3.31,4.1,25.86
query 13,8093,79.95,10,4.53,4.1,26.03
query 17,7207,79.3,100,5.63,8.11,73.18
query 24,28958,91.69,10,6.11,8.11,32.24
query 25,1949,67.34,100,6.16,8.11,73.09
query 26,3754,81.45,43,6.44,8.11,34.26
query 29,1735,59.8,99,7.0,8.11,71.83
query 30,2320,57.04,47,7.06,8.11,62.13
query 33,2964,68.02,15,7.11,8.11,25.98
query 34,1416,73.57,16,7.42,8.11,30.11
query 41,1827,64.5,1,7.23,8.11,25.65
query 42,244,48.49,0,7.22,8.11,25.56
query 43,239,56.42,6,7.21,8.11,30.98
query 46,1811,65.59,21,7.47,8.12,48.67
query 48,333,64.07,0,7.24,8.12,25.47
query 50,1016,58.5,34,7.46,8.12,55.3
query 52,727,51.01,24,7.51,8.12,30.8
query 53,713,48.0,27,7.34,8.12,39.28
query 54,63746,100.0,51,11.21,8.12,27.21
query 55,717,50.38,18,7.37,8.12,25.82
query 56,1056,52.76,7,7.45,8.12,30.72
query 58,1507,59.19,5,7.46,8.12,28.17
query 59,1634,55.61,41,7.48,8.12,46.79
query 60,530,67.09,2,7.42,8.12,25.47
query 61,853,68.59,10,7.38,8.12,25.74
query 62,1248,58.06,9,7.41,8.12,25.85
query 63,339,54.5,9,7.49,8.12,25.84
query 64,4045,69.77,78,8.28,8.12,72.07
query 65,1911,57.04,31,8.46,8.12,53.45
query 68,3827,74.19,31,8.47,8.12,29.9
query 71,8689,100.0,17,9.34,8.12,29.54
query 73,1179,50.75,23,8.9,8.12,27.0
query 79,1717,66.12,19,9.54,12.12,30.46
query 81,2755,69.52,20,9.51,12.12,30.32
query 83,1708,59.55,4,9.44,12.12,27.52
query 89,1197,54.5,39,9.41,12.12,51.5
query 91,440,46.98,0,9.36,12.12,25.5
query 93,410,45.48,0,9.3,12.12,44.35
query 96,214,49.37,0,9.22,12.12,25.46
query 99, 2982,78.17,9,9.5,12.12,26.1
