query_id,cpu_used(%),ram_used(gb),time(ms)
1,74.2,0.77,139.33
2,11.83,0.77,28.33
3,39.43,0.74,83.33
4,36.9,0.73,72.33
5,41.6,0.71,87.67
6,18.93,0.72,39.33
7,42.97,0.75,93.67
8,35.3,0.75,85.67
9,72.27,0.8,231.67
10,58.4,0.76,171.67
11,11.37,0.73,19.33
12,35.3,0.76,67.0
13,79.9,0.79,172.67
14,29.53,0.81,35.0
15,42.07,0.79,36.33
16,22.47,0.78,48.0
17,36.23,0.79,70.33
18,80.77,0.81,188.0
19,50.53,0.78,114.33
20,39.03,0.75,79.67
21,73.93,0.79,207.0
22,15.97,0.74,46.67
