query_id,cpu_used(%),ram_used(gb),time(ms)
1,75.8,0.8,157.0
2,12.9,0.8,33.0
3,41.3,0.79,84.0
4,37.1,0.77,73.0
5,42.6,0.74,88.0
6,19.7,0.77,40.0
7,43.5,0.8,95.0
8,35.5,0.79,87.0
9,73.0,0.82,232.0
10,58.7,0.78,173.0
11,11.5,0.79,20.0
12,36.5,0.8,68.0
13,81.0,0.83,175.0
14,31.7,0.85,35.5
15,43.3,0.85,36.5
16,22.6,0.87,50.0
17,36.5,0.86,71.0
18,82.3,0.86,189.0
19,52.4,0.81,117.0
20,41.3,0.76,82.0
21,74.6,0.81,209.0
22,16.1,0.78,51.0
