query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,66,46.5,,,,
query 2,215,54.55,22.0,,,
query 3,54,54.91,2.0,3.42,4.12,25.43
query 4,995,85.0,15.0,3.62,4.12,27.6
query 5,31,45.5,8.0,3.46,4.12,25.88
query 6,10,43.86,1.0,3.46,4.12,25.35
query 7,26,44.22,1.0,3.44,4.12,25.35
query 8,49,44.86,0.0,3.43,4.12,25.46
query 9,61,44.3,10.0,3.46,4.12,25.46
query 10,170,50.38,22.0,3.46,4.12,39.23
query 12,18,50.63,0.0,3.48,4.12,25.54
query 13,72,58.48,0.0,3.47,4.12,25.46
query 16,5125,58.79,21.0,3.99,4.12,25.78
query 17,399,75.12,0.0,3.5,4.12,42.43
query 18,1934,100.0,23.0,3.88,4.12,25.93
query 19,45,61.71,6.0,3.72,4.12,25.57
query 20,432,60.35,11.0,3.49,4.12,25.91
query 22, 168,32.07,1.0,3.52,4.12,25.43
