query_id,cpu_used(%),ram_used(gb),time(ms)
1,92.2,1.73,2492.0
2,78.1,0.94,299.0
3,89.4,1.85,2113.0
4,91.0,1.65,1813.0
5,87.9,2.08,2194.0
6,72.3,1.75,742.0
7,97.0,2.38,2428.0
8,86.4,2.23,2128.0
9,91.0,4.51,5913.0
10,87.9,2.75,2962.0
11,71.6,1.07,264.0
12,93.9,1.76,1394.0
13,97.0,2.03,4467.0
14,73.4,2.02,575.5
15,98.5,2.0,841.5
16,95.4,1.21,807.0
17,98.5,1.72,2429.0
18,98.5,2.27,3751.0
19,83.3,2.31,2094.0
20,78.1,2.03,1426.0
21,98.5,2.26,5193.0
22,95.5,0.91,900.0
