query_id, real_time(s), user_time(s), sys_time(s)
01, 0.156, 1.374871, 0.733172
02, 0.297, 7.443881, 1.128428
03, 0.205, 2.600698, 2.205071
04, 9.007, 52.860215, 8.218216
05, 0.694, 7.305404, 5.567771
06, 0.375, 2.678861, 1.850649
07, 0.499, 5.160767, 4.863533
08, 0.238, 3.039205, 1.970952
09, 0.920, 16.087092, 10.751404
10, 0.215, 2.490301, 1.548331
11, 3.184, 33.727468, 6.356687
13, 0.551, 7.691722, 5.231978
14, 12.696, 284.655651, 14.517446
14, 7.973, 188.007063, 4.511765
15, 0.132, 0.673233, 0.284353
16, 0.090, 0.249125, 0.332551
17, 0.444, 4.564516, 3.717169
18, 0.944, 1.953356, 1.091976
19, 0.329, 3.246119, 3.554418
22, 3.695, 75.126527, 32.051001
23, 3.629, 79.968583, 14.512433
23, 3.427, 82.386879, 9.721485
24, 0.420, 5.901204, 3.767329
24, 0.186, 4.924479, 0.029561
25, 0.483, 4.040499, 4.883462
26, 0.199, 0.929377, 0.724404
27, 0.518, 5.509431, 4.859577
28, 0.684, 16.913576, 2.723306
29, 0.444, 5.512424, 3.917603
30, 0.161, 1.047490, 0.439433
31, 0.383, 6.239095, 3.055043
33, 0.363, 3.181087, 4.567173
34, 0.253, 3.616716, 2.187803
35, 0.658, 6.874912, 2.263767
36, 0.442, 8.026787, 3.460345
38, 0.516, 11.464450, 1.775830
39, 0.171, 2.410396, 1.018389
39, 0.120, 2.524361, 0.272797
41, 0.026, 0.042001, 0.031370
42, 0.208, 2.086584, 2.362083
43, 0.253, 4.653767, 1.955733
44, 0.356, 5.270988, 3.527534
45, 0.192, 1.080903, 1.185348
46, 0.486, 5.839894, 4.038087
47, 0.771, 16.987159, 4.706902
48, 0.498, 7.365296, 3.618836
49, 0.452, 4.782594, 5.011150
50, 0.371, 6.919887, 2.856855
51, 4.486, 45.903870, 9.860045
52, 0.219, 2.210342, 2.374553
53, 0.263, 3.108376, 2.814764
54, 0.371, 3.534844, 3.136518
55, 0.209, 2.198984, 2.366536
56, 0.390, 3.498797, 4.628945
57, 0.328, 5.855951, 1.177114
58, 0.318, 2.358200, 3.404245
59, 0.889, 19.344445, 3.440398
60, 0.384, 3.634675, 4.677269
61, 0.035, 0.149413, 0.254566
62, 0.139, 2.477360, 0.795226
63, 0.246, 3.047506, 2.803605
64, 1.114, 17.481357, 6.679213
65, 0.941, 19.218807, 4.663620
66, 0.265, 2.341464, 1.840625
67, 28.493, 289.583905, 231.602940
68, 1.808, 5.501705, 4.471552
69, 0.290, 2.742666, 1.659506
70, 0.383, 7.652951, 2.295182
71, 0.330, 3.363309, 3.356415
72, 1.159, 4.183707, 2.145304
73, 0.255, 3.442141, 2.189712
74, 3.717, 23.025534, 4.504748
75, 1.151, 15.191404, 6.234976
76, 2.293, 4.976232, 4.904883
78, 4.088, 39.118334, 9.807375
79, 1.288, 5.626556, 3.404543
81, 0.283, 1.529320, 0.542064
83, 0.083, 0.461947, 0.539783
84, 0.066, 0.575544, 0.248972
85, 1.751, 2.656505, 1.766656
86, 0.133, 1.929644, 0.795071
87, 0.624, 12.749143, 1.926067
88, 0.567, 13.162822, 2.553896
89, 0.296, 4.476471, 2.560590
90, 0.090, 0.920028, 0.611972
91, 0.060, 0.168892, 0.135214
93, 0.906, 15.459508, 3.384954
96, 0.180, 2.097850, 1.722763
97, 0.839, 14.100761, 3.435298
99, 0.196, 3.930079, 0.724272
