query_id,time(ms)
1,156.0
2,297.0
3,205.0
4,9007.0
5,694.0
6,375.0
7,499.0
8,238.0
9,920.0
10,215.0
11,3184.0
13,551.0
14,12696.0
15,132.0
16,90.0
17,444.0
18,944.0
19,329.0
22,3695.0
23,3629.0
24,420.0
25,483.0
26,199.0
27,518.0
28,684.0
29,444.0
30,161.0
31,383.0
33,363.0
34,253.0
35,658.0
36,442.0
38,516.0
39,171.0
41,26.0
42,208.0
43,253.0
44,356.0
45,192.0
46,486.0
47,771.0
48,498.0
49,452.0
50,371.0
51,4486.0
52,219.0
53,263.0
54,371.0
55,209.0
56,390.0
57,328.0
58,318.0
59,889.0
60,384.0
61,35.0
62,139.0
63,246.0
64,1114.0
65,941.0
66,265.0
67,28493.0
68,1808.0
69,290.0
70,383.0
71,330.0
72,1159.0
73,255.0
74,3717.0
75,1151.0
76,2293.0
78,4088.0
79,1288.0
81,283.0
83,83.0
84,66.0
85,1751.0
86,133.0
87,624.0
88,567.0
89,296.0
90,90.0
91,60.0
93,906.0
96,180.0
97,839.0
99,196.0
