query,time (ms)
query 1,27.0
query 2,100.0
query 3,32.0
query 4,275.0
query 5,28.0
query 6,15.0
query 7,27.0
query 8,42.0
query 9,31.0
query 10,74.0
query 12,20.0
query 13,33.0
query 16,1548.0
query 17,107.0
query 18,481.0
query 19,22.0
query 20,185.0
query 22,96.0
