query,time (ms)
query 1,19.0
query 2,94.0
query 3,30.0
query 4,269.0
query 5,23.0
query 6,11.0
query 7,23.0
query 8,39.0
query 9,29.0
query 10,73.0
query 12,19.0
query 13,32.0
query 16,1521.0
query 17,101.0
query 18,485.0
query 19,25.0
query 20,215.0
query 22,81.0
