query_id,time(ms)
1,212.0
2,92.5
3,309.0
4,210.0
5,258.5
6,130.0
7,340.5
8,262.5
9,1000.0
10,459.5
11,48.5
12,187.5
13,481.5
14,220.0
15,200.5
16,130.0
17,235.0
18,466.0
19,281.0
20,206.5
21,641.5
22,125.0
