query_id,time(ms)
1,650.5
2,175.5
3,821.5
4,725.0
5,805.0
6,321.0
7,897.5
8,729.0
9,3476.5
10,1229.5
11,126.0
12,560.0
13,1453.0
14,744.5
15,609.0
16,315.5
17,680.5
18,1339.5
19,991.0
20,576.5
21,1959.0
22,348.0
