query_id,time(ms)
1,75.5
2,62.0
3,110.5
4,93.5
5,98.5
6,44.0
7,111.0
8,103.5
9,306.0
10,221.5
11,30.5
12,74.5
13,168.5
14,92.5
15,82.5
16,70.5
17,97.5
18,160.0
19,112.0
20,90.5
21,256.0
22,64.0
