query_id,time(ms)
1,755.0
2,6199.0
3,9361.0
4,24349.0
5,11257.0
6,361.0
7,3772.0
8,240.0
9,913.0
10,214.0
11,3235.0
13,583.0
14,15007.0
15,133.0
16,104.0
17,456.0
18,2013.0
19,331.0
22,6063.0
23,3545.0
24,425.0
25,546.0
26,1142.0
27,2334.0
28,2153.0
29,1098.0
30,204.0
31,642.0
33,365.0
34,252.0
35,657.0
36,433.0
38,523.0
39,175.0
41,29.0
42,202.0
43,253.0
44,346.0
45,205.0
46,495.0
47,778.0
48,496.0
49,3550.0
50,374.0
51,4470.0
52,212.0
53,267.0
54,372.0
55,218.0
56,379.0
57,335.0
58,317.0
59,882.0
60,390.0
61,35.0
62,275.0
63,245.0
64,4647.0
65,913.0
66,519.0
67,27313.0
68,13504.0
69,303.0
70,429.0
71,355.0
72,2341.0
73,252.0
74,4189.0
75,3401.0
76,2691.0
78,4235.0
79,1369.0
81,281.0
83,86.0
84,67.0
85,1757.0
86,132.0
87,590.0
88,582.0
89,342.0
90,91.0
91,60.0
93,877.0
96,168.0
97,670.0
99,194.0
