query_id,time(ms)
1,142.5
2,80.0
3,196.5
4,162.0
5,175.0
6,85.5
7,201.0
8,184.5
9,603.0
10,323.0
11,44.5
12,126.0
13,304.0
14,151.0
15,140.5
16,110.5
17,232.0
18,339.0
19,198.0
20,146.0
21,419.5
22,102.0
