query,time (ms)
query 1,500.0
query 2,833.0
query 3,860.0
query 4,1942.0
query 5,260.0
query 6,166.0
query 7,195.0
query 8,295.0
query 9,306.0
query 10,953.0
query 12,216.0
query 13,642.0
query 16,3113.0
query 17,812.0
query 18,3273.0
query 19,265.0
query 20,1815.0
query 22,549.0
