query,time (ms)
query 1,26.0
query 2,211.0
query 3,98.0
query 4,1139.0
query 5,28.0
query 6,10.0
query 7,26.0
query 8,47.0
query 9,77.0
query 10,351.0
query 12,25.0
query 13,74.0
query 16,2705.0
query 17,357.0
query 18,2113.0
query 19,43.0
query 20,460.0
query 22,225.0
