query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,134,65.08,,,,
query 2,4127,98.25,7.0,3.32,4.12,27.16
query 3,12,43.61,0.0,3.27,4.12,25.64
query 6,72,51.27,0.0,3.05,4.12,25.64
query 7,127,47.75,0.0,3.06,4.12,25.82
query 9,97,55.14,0.0,3.07,4.12,25.64
query 13,33,45.84,0.0,3.12,4.12,25.73
query 17,83,45.09,0.0,3.07,4.12,25.54
query 24,643,42.96,1.0,3.08,4.12,25.81
query 25,59,44.44,0.0,3.09,4.12,25.73
query 26,129,43.86,15.0,3.05,4.12,26.23
query 29,57,44.72,0.0,3.08,4.12,29.41
query 30,92,45.69,15.0,3.09,4.12,25.63
query 33,107,46.98,0.0,3.11,4.12,25.63
query 34,43,63.54,7.0,3.11,4.12,27.1
query 41,72,42.93,0.0,3.05,4.12,25.73
query 42,14,43.47,0.0,3.05,4.12,25.67
query 43,19,43.22,3.0,3.04,4.12,25.63
query 44,164,44.44,1.0,3.05,4.12,26.91
query 46,54,43.86,6.0,3.04,4.12,25.68
query 48,21,46.33,1.0,3.02,4.12,25.74
query 50,61,44.72,0.0,3.01,4.12,25.73
query 52,12,46.87,6.0,3.03,4.12,25.73
query 53,71,64.25,0.0,3.01,4.12,27.28
query 54,2366,99.25,5.0,3.19,4.12,26.16
query 55,14,44.19,0.0,3.21,4.12,27.18
query 56,256,44.61,1.0,3.08,4.12,27.1
query 58,191,46.75,0.0,3.09,4.12,25.61
query 59,156,47.0,5.0,3.04,4.12,26.01
query 60,251,44.08,4.0,3.05,4.12,25.92
query 61,42,44.47,1.0,3.14,4.12,26.3
query 62,19,44.22,0.0,3.07,4.12,25.61
query 63,72,44.11,3.0,3.06,4.12,25.64
query 64,160,46.23,2.0,3.04,4.12,27.99
query 65,99,47.0,16.0,3.05,4.12,29.43
query 68,38,62.16,0.0,3.02,4.12,25.73
query 71,197,51.39,0.0,3.05,4.12,25.64
query 73,26,42.75,0.0,3.06,4.12,25.73
query 78,5564,100.0,26.0,3.59,4.12,37.12
query 79,67,48.11,25.0,3.11,4.12,34.59
query 81,119,47.61,0.0,3.12,4.12,25.67
query 83,189,44.61,0.0,3.08,4.12,25.73
query 89,78,47.86,1.0,3.09,4.12,26.1
query 91,27,49.62,0.0,3.11,4.12,25.73
query 93,19,43.47,2.0,3.09,4.12,25.73
query 96,12,43.47,0.0,3.08,4.12,25.61
query 99, 18,23.74,0.0,3.07,4.12,25.63
