query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,161,59.855,,,,
query 2,8143,95.48410256410256,0.5844155844155844,4.04,4.13,25.66896103896104
query 3,13,42.89,8.0,4.28,4.13,25.73
query 6,68,43.86,0.0,3.67,4.13,25.66
query 7,29,45.36,0.0,3.67,4.13,25.66
query 9,116,57.11,1.0,3.68,4.13,25.69
query 13,41,45.45,0.0,3.81,4.13,25.64
query 17,108,44.14,0.0,3.78,4.13,25.64
query 24,1383,43.26499999999999,0.3076923076923077,3.733571428571427,4.130000000000001,25.918571428571425
query 25,106,43.86,0.0,3.7,4.13,25.66
query 26,28,43.32,1.0,3.7,4.13,39.0
query 29,77,45.34,2.0,3.67,4.13,25.74
query 30,107,45.69,28.0,3.67,4.13,27.65
query 33,105,45.82,0.0,3.66,4.13,25.75
query 34,48,61.11,0.0,3.67,4.13,26.43
query 41,80,47.1,0.0,3.79,4.13,25.64
query 42,17,46.12,0.0,3.78,4.13,25.64
query 43,17,45.96,2.0,3.76,4.13,25.75
query 46,82,44.84,0.0,3.76,4.13,25.75
query 48,23,42.82,3.0,3.74,4.13,25.64
query 50,30,42.93,0.0,3.72,4.13,25.74
query 52,15,45.23,5.0,3.71,4.13,25.66
query 53,74,62.5,0.0,3.72,4.13,26.53
query 54,4682,93.826,0.5333333333333333,3.872444444444444,4.129999999999999,25.67386363636364
query 55,13,54.18,0.0,3.9,4.13,25.64
query 56,86,55.5,1.0,3.9,4.13,25.74
query 58,124,46.1,0.0,3.87,4.13,25.64
query 59,236,46.67,5.0,3.85,4.13,25.683333333333334
query 60,99,44.61,10.0,3.84,4.13,25.71
query 61,40,43.47,3.0,3.82,4.13,28.28
query 62,22,44.95,1.0,3.83,4.13,25.64
query 63,68,45.59,1.0,3.84,4.13,25.66
query 64,191,52.08,2.0,3.83,4.13,25.68
query 65,226,50.565,27.0,3.82,4.13,26.575
query 68,55,63.25,0.0,3.79,4.13,25.6
query 71,339,59.85,0.6666666666666666,3.686666666666667,4.13,25.586666666666662
query 73,31,43.39,0.0,3.66,4.13,25.64
query 78,11087,94.34547169811322,2.5233644859813085,4.568584905660377,4.130000000000001,26.37075471698113
query 79,66,47.47,44.0,3.8,4.13,25.74
query 81,125,46.48,0.0,3.78,4.13,25.74
query 83,118,43.54,1.0,3.79,4.13,25.7
query 89,87,42.57,8.0,3.78,4.13,33.06
query 91,22,46.08,3.0,3.77,4.13,25.74
query 93,32,46.85,3.0,3.75,4.13,25.64
query 96,11,49.88,0.0,3.73,4.13,25.64
query 99, 24,34.67,0.0,3.72,4.13,25.61
