query_id,time(ms)
1,18926.0
2,2045.9999999999998
3,9511.0
4,11567.0
5,8616.0
6,321.0
7,891.0
8,4097.0
9,3587.0
10,3660.0
11,180.0
12,549.0
13,8222.0
14,744.0
15,604.0
16,320.0
17,679.0
18,1563.0
19,958.0
20,574.0
21,1956.0
22,337.0
