query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,5678,88.08,20,10.34,12.12,27.74
query 2,84844,100.0,55,8.35,4.1,37.79
query 3,7980,78.14,23,2.94,4.1,34.9
query 6,3129,68.27,14,3.12,4.1,36.27
query 7,9042,76.83,12,4.05,4.1,26.06
query 9,3795,81.91,28,4.52,4.1,38.23
query 13,8093,79.95,20,5.58,4.1,26.14
query 17,7326,79.3,100,6.47,8.11,73.18
query 24,28958,92.71,10,6.88,8.11,42.26
query 25,2140,67.34,100,7.0,8.11,74.93
query 26,3918,81.45,66,7.3,8.11,34.26
query 29,1848,60.71,100,7.8,8.11,71.83
query 30,2505,57.04,55,7.91,8.11,62.13
query 33,3064,74.87,17,7.82,8.11,33.71
query 34,1546,73.57,23,8.04,8.11,31.3
query 41,2538,64.5,1,7.89,8.12,25.93
query 42,280,56.5,0,7.89,8.12,25.56
query 43,342,63.0,8,7.87,8.12,30.98
query 46,2068,67.02,21,8.13,8.12,50.17
query 48,388,67.17,1,8.06,8.12,25.61
query 50,1144,65.58,51,8.32,8.12,55.3
query 52,843,54.29,24,8.53,8.12,30.8
query 53,854,66.5,27,8.48,8.12,50.24
query 54,64649,100.0,51,11.84,8.12,35.92
query 55,879,66.08,18,8.13,8.12,27.68
query 56,1236,52.76,9,8.01,8.12,30.72
query 58,1989,59.19,5,7.98,8.12,38.16
query 59,2316,61.87,41,8.06,8.12,46.79
query 60,649,68.09,2,7.98,8.12,39.23
query 61,1224,68.59,16,7.98,8.12,52.96
query 62,1291,62.53,9,8.04,8.12,25.98
query 63,418,58.33,9,8.12,8.12,35.08
query 64,4622,69.77,86,8.91,8.12,73.53
query 65,2297,57.47,36,9.11,8.12,57.41
query 68,4156,77.53,52,9.11,8.12,49.11
query 71,8918,100.0,20,9.97,8.12,29.54
query 73,1435,50.75,23,9.61,8.12,39.72
query 79,2082,66.58,19,9.92,12.12,40.94
query 81,3173,69.52,20,10.09,12.12,30.32
query 83,2074,59.55,4,9.97,12.12,28.38
query 89,1539,54.5,39,10.12,12.12,51.5
query 91,509,52.14,1,10.05,12.12,25.57
query 93,503,47.75,10,10.02,12.12,44.35
query 96,243,52.76,0,9.99,12.12,25.6
query 99,3173,79.6,9,10.2,12.12,26.1
