query_id, cpu_used(%), ram_used(gb)
01, 60.3, 0.99
02, 84.6, 1.00
02, 95.3, 1.02
02, 95.5, 1.04
03, 68.8, 1.04
04, 47.6, 0.98
04, 90.9, 1.07
04, 93.9, 1.12
04, 86.6, 1.15
04, 72.7, 1.50
04, 42.9, 1.71
04, 98.5, 1.72
04, 96.9, 1.74
04, 89.4, 1.76
04, 98.5, 1.76
04, 93.8, 1.79
04, 97.0, 1.79
04, 83.6, 1.83
04, 97.0, 1.87
04, 34.4, 1.05
05, 60.9, 1.10
05, 69.2, 1.29
05, 9.4, 0.97
06, 62.5, 1.07
06, 1.6, 1.09
07, 65.1, 1.14
07, 72.3, 1.30
08, 62.5, 1.10
08, 4.7, 1.13
09, 71.2, 1.18
09, 93.9, 1.26
09, us., 1.26
09, 98.5, 1.26
09, 68.8, 1.26
10, 70.3, 1.29
10, 0.0, 1.20
11, 59.4, 1.26
11, 83.3, 1.30
11, 62.7, 1.46
11, 97.0, 1.53
11, 98.5, 1.55
11, 86.8, 1.57
11, 98.5, 1.57
11, 89.2, 1.57
11, 98.4, 1.58
11, 41.3, 0.84
12, 3.3, 0.84
13, 64.1, 0.90
13, 78.5, 1.11
13, 50.8, 0.97
14, 63.1, 1.05
14, us., 1.15
14, 83.6, 1.26
14, 86.6, 1.40
14, 86.4, 1.56
14, 63.1, 1.96
14, 91.0, 2.37
14, 98.5, 2.37
14, 98.5, 2.37
14, 98.5, 2.37
14, us., 2.37
14, 98.5, 2.37
14, 98.5, 2.37
14, 75.0, 2.37
14, 96.9, 2.37
14, 59.1, 2.62
14, 98.5, 2.62
14, us., 2.60
14, 98.5, 2.60
14, 63.1, 2.52
14, us., 2.52
14, 97.0, 2.50
14, 93.8, 2.25
14, 56.2, 2.45
14, 98.5, 2.41
14, us., 2.41
14, 98.5, 2.41
14, 98.5, 2.09
14, 89.4, 2.12
14, 90.8, 2.22
14, 98.5, 2.22
14, us., 2.20
14, 82.8, 1.95
14, 1.6, 0.98
15, 37.7, 0.95
16, 1.6, 0.94
17, 66.2, 0.98
17, 69.4, 1.09
18, 54.8, 0.97
18, 25.4, 0.95
19, 59.4, 1.05
19, 16.1, 0.98
20, 3.2, 0.98
21, 3.3, 0.97
22, 59.4, 1.02
22, 83.3, 1.14
22, 80.3, 1.40
22, 79.1, 1.68
22, 78.1, 2.01
22, 73.4, 2.34
22, 76.6, 2.67
22, 72.3, 2.99
22, 78.8, 3.33
22, 77.3, 3.68
22, 78.8, 4.02
22, 80.0, 4.36
22, 77.6, 4.70
22, 77.6, 5.05
22, 78.5, 5.38
22, 78.1, 5.71
22, 79.1, 6.05
22, 83.1, 6.39
22, 78.8, 6.72
22, 75.8, 7.06
22, 80.0, 7.40
22, 81.8, 7.73
22, 80.6, 8.07
22, 89.4, 8.26
22, 90.9, 8.41
22, 80.6, 8.69
22, 81.5, 8.99
22, 89.6, 9.20
22, 92.4, 9.32
22, 82.1, 9.58
22, 81.8, 9.86
22, 81.5, 10.15
22, 80.3, 10.44
22, 86.2, 10.68
22, 93.9, 10.79
22, 86.6, 10.97
22, 84.1, 11.23
22, 81.5, 11.51
22, 81.5, 11.76
22, 83.1, 12.02
22, 83.3, 12.27
22, 83.8, 12.52
22, 80.6, 12.66
22, 71.2, 12.77
22, 66.2, 12.85
22, 92.4, 12.86
22, 86.2, 12.85
22, 82.8, 12.85
22, 78.8, 12.41
22, 56.1, 11.33
22, 75.8, 10.05
22, 52.3, 9.66
22, 53.0, 8.31
22, 58.8, 7.90
22, 42.4, 5.93
22, 65.2, 4.70
22, 68.7, 3.52
22, 11.1, 1.72
22, 3.2, 0.89
23, 73.4, 0.91
23, 89.2, 0.98
23, 91.0, 1.06
23, 85.1, 1.23
23, 89.2, 1.43
23, 88.1, 1.65
23, 86.4, 1.89
23, 84.6, 2.11
23, 84.6, 2.34
23, 84.6, 2.58
23, 88.1, 2.77
23, 98.5, 2.77
23, 95.5, 2.77
23, 92.4, 2.77
