query_id, cpu_used(%), ram_used(gb)
23, 98.5, 2.76
23, 98.5, 2.76
23, 34.9, 2.55
23, 98.5, 2.53
23, us., 2.53
23, 92.6, 2.41
23, 92.5, 2.37
23, 88.1, 2.40
23, 89.2, 2.45
23, 88.1, 2.50
23, 86.8, 2.54
23, 87.9, 2.64
23, 86.2, 2.85
23, 98.5, 2.90
23, 95.6, 2.90
23, 92.4, 2.90
23, 95.5, 2.90
23, 98.5, 2.86
23, 86.2, 2.48
23, 3.2, 1.52
24, 69.7, 1.51
24, 82.8, 1.51
24, 98.5, 1.51
24, 1.6, 1.19
25, 53.2, 1.13
26, 55.6, 1.13
26, 0.0, 1.01
27, 66.1, 1.01
27, 75.4, 1.15
27, 0.0, 0.84
28, 67.2, 0.94
28, 93.9, 1.07
28, 98.5, 1.07
28, 98.5, 1.07
28, 56.2, 0.97
29, 65.6, 1.05
29, 70.1, 1.17
30, 56.5, 0.84
31, 67.2, 0.91
31, 79.4, 1.11
32, 3.2, 1.07
33, 60.0, 1.19
33, 20.0, 1.18
34, 71.9, 1.25
34, 21.5, 1.17
35, 62.5, 1.25
35, 87.9, 1.33
35, 3.2, 1.31
36, 66.1, 1.36
36, 71.0, 1.44
36, 67.7, 1.57
36, 25.8, 1.57
36, 25.8, 1.57
36, 6.3, 1.24
37, 1.6, 1.24
38, 63.1, 1.24
38, 93.8, 1.25
38, 78.1, 1.03
39, 64.5, 1.07
39, 84.6, 1.14
39, 96.9, 1.14
39, 67.2, 0.83
40, 3.2, 0.83
41, 8.1, 0.82
42, 66.2, 0.96
43, 78.1, 0.90
43, 78.1, 1.01
44, 81.5, 1.05
44, 1.6, 1.05
45, 49.2, 1.09
46, 71.4, 1.12
46, 79.4, 1.26
46, 25.0, 0.88
47, 70.3, 0.96
47, 87.9, 1.09
47, 87.9, 1.24
47, 89.2, 1.34
47, 20.6, 0.82
48, 67.7, 0.91
48, 82.5, 1.08
48, 26.2, 1.05
49, 61.9, 1.15
49, 62.5, 1.35
50, 75.0, 1.20
50, 87.9, 1.28
50, 1.6, 1.13
51, 69.2, 1.22
51, 79.1, 1.39
51, 95.5, 1.44
51, 91.0, 1.49
51, 95.5, 1.49
51, 89.1, 1.49
51, 87.9, 1.55
51, 94.0, 1.55
51, 70.8, 1.72
51, 88.4, 1.86
51, 90.8, 1.87
51, 98.5, 1.87
51, 93.8, 1.87
51, 40.3, 1.32
52, 64.1, 1.01
53, 67.2, 1.07
53, 6.5, 0.91
54, 65.1, 1.01
54, 12.7, 0.96
55, 59.7, 1.05
56, 61.5, 1.16
56, 27.0, 1.21
57, 71.4, 1.21
57, 92.1, 1.22
57, 1.6, 1.22
58, 58.7, 1.28
58, 0.0, 1.32
59, 82.8, 1.32
59, 97.0, 1.33
59, 95.5, 1.35
59, 95.5, 1.37
59, 72.7, 1.37
60, 63.5, 1.35
60, 34.9, 1.02
61, 60.9, 1.07
61, 86.4, 1.16
62, 77.6, 0.90
63, 63.1, 0.98
63, 4.8, 0.81
64, 59.4, 0.91
64, 73.4, 1.01
64, 92.3, 1.09
64, 83.1, 1.16
64, 78.5, 1.39
64, 25.4, 0.98
65, 68.8, 1.07
65, 82.1, 1.30
65, 97.0, 1.33
65, 98.5, 1.34
65, 14.3, 0.89
66, 64.6, 1.04
67, 65.1, 0.98
67, 82.1, 1.17
67, 82.4, 1.31
67, 89.2, 1.45
67, 85.1, 1.59
67, 86.2, 1.73
67, 87.7, 1.90
67, 86.4, 2.11
67, 89.1, 2.30
67, 86.2, 2.51
67, 85.3, 2.72
67, 85.9, 2.90
67, 86.6, 3.10
67, 87.7, 3.30
67, 88.1, 3.49
67, 86.4, 3.70
67, 86.8, 3.89
67, 85.9, 4.08
67, 88.2, 4.28
67, 86.8, 4.49
67, 86.4, 4.69
67, 92.3, 4.80
67, 98.5, 4.81
67, 92.5, 4.81
67, 95.5, 4.81
67, 83.1, 4.46
67, 95.5, 4.21
67, 82.4, 3.32
67, 73.1, 3.32
67, 73.1, 3.32
67, 77.6, 3.38
67, 97.0, 3.43
67, 97.1, 3.43
67, 92.5, 3.56
67, 83.3, 3.75
67, 81.8, 3.81
67, 80.3, 3.81
67, 40.6, 3.10
67, 3.2, 1.27
68, 66.7, 1.33
68, 72.7, 1.41
69, 23.0, 1.17
70, 70.3, 1.17
70, 95.4, 1.18
70, 6.5, 0.99
71, 62.9, 1.03
71, 20.3, 1.10
72, 64.6, 1.18
72, 33.8, 1.21
72, 54.0, 1.25
73, 69.7, 1.22
73, 11.1, 1.05
74, 58.5, 1.08
74, 76.1, 1.21
74, 57.6, 1.38
74, 95.3, 1.40
74, 97.0, 1.42
74, 29.7, 1.51
74, 98.5, 1.53
74, 1.6, 1.00
75, 54.0, 1.06
75, 72.7, 1.20
75, 79.4, 1.33
75, 90.9, 1.41
75, 3.3, 0.99
76, 68.8, 1.09
76, 49.2, 1.29
76, 1.6, 0.89
77, 3.2, 0.89
78, 63.5, 1.03
78, 75.8, 1.18
78, 80.6, 1.28
78, 80.3, 1.54
78, 86.2, 1.64
78, 80.6, 1.76
78, 83.3, 1.95
78, 93.8, 2.09
78, us., 2.09
78, 59.4, 1.63
79, 73.0, 1.03
79, 81.8, 1.19
79, 1.6, 1.13
80, 3.2, 1.13
81, 53.1, 1.19
82, 3.2, 1.19
83, 25.4, 1.20
84, 40.3, 1.21
85, 58.7, 1.27
85, 1.6, 1.06
86, 73.0, 1.09
87, 64.6, 1.14
87, 90.9, 1.15
87, 92.5, 1.18
88, 64.5, 1.22
88, 98.5, 1.24
88, us., 1.24
88, 96.9, 1.24
89, 65.6, 1.23
89, 30.6, 1.10
90, 36.1, 1.12
91, 22.6, 1.11
92, 3.2, 1.11
93, 59.4, 1.10
94, 3.2, 1.10
95, 3.2, 1.10
96, 67.2, 1.10
97, 72.7, 1.03
97, 81.5, 1.18
97, 95.5, 1.24
97, 71.0, 0.80
98, 3.2, 0.80
99, 76.6, 0.81
99, 4.8, 0.79
