query_id, real_time(s), user_time(s), sys_time(s)
01, 0.053, 0.207716, 0.152669
02, 0.060, 0.800679, 0.248090
03, 0.038, 0.267534, 0.331479
04, 1.045, 6.097835, 1.117468
05, 0.092, 0.739446, 0.744613
06, 0.112, 0.335638, 0.255210
07, 0.081, 0.614392, 0.603813
08, 0.070, 0.345937, 0.324665
09, 0.082, 1.835759, 0.533644
10, 0.053, 0.244489, 0.269496
11, 0.679, 4.043028, 0.950592
13, 0.092, 0.844361, 0.638296
14, 0.689, 10.194600, 1.612075
14, 0.581, 6.982682, 0.499454
15, 0.065, 0.113193, 0.082757
17, 0.084, 0.534208, 0.508798
18, 0.135, 0.415971, 0.257223
19, 0.067, 0.385452, 0.450837
22, 0.964, 20.628223, 7.103889
23, 0.344, 7.886479, 1.699702
23, 0.288, 7.747409, 0.549878
24, 0.073, 0.601593, 0.433569
24, 0.040, 0.523979, 0.012543
25, 0.044, 0.147514, 0.202113
26, 0.072, 0.250262, 0.211935
27, 0.097, 0.632209, 0.690078
28, 0.092, 1.868987, 0.373704
29, 0.091, 0.640496, 0.511031
30, 0.072, 0.189022, 0.126607
31, 0.078, 0.678252, 0.476376
33, 0.060, 0.382749, 0.548907
34, 0.053, 0.493446, 0.256787
35, 0.136, 0.787291, 0.398101
36, 0.575, 1.653000, 0.637881
38, 0.087, 1.112879, 0.295324
39, 0.079, 0.732906, 0.358871
39, 0.056, 0.715390, 0.075082
41, 0.023, 0.027916, 0.027600
42, 0.038, 0.220512, 0.349799
43, 0.049, 0.530062, 0.325217
44, 0.021, 0.282197, 0.072724
45, 0.084, 0.183817, 0.137139
46, 0.140, 0.740716, 0.569343
47, 0.157, 1.900850, 0.785220
48, 0.082, 0.744636, 0.536253
49, 0.072, 0.499843, 0.749342
50, 0.072, 0.747068, 0.420378
51, 0.850, 7.503245, 1.910383
52, 0.043, 0.275208, 0.304618
53, 0.061, 0.388448, 0.451847
54, 0.070, 0.408789, 0.351223
55, 0.042, 0.235718, 0.326605
56, 0.073, 0.433645, 0.553901
57, 0.124, 1.139527, 0.613701
58, 0.061, 0.334102, 0.371830
59, 0.126, 1.712751, 0.323068
60, 0.070, 0.409690, 0.691911
61, 0.085, 0.660744, 0.517706
62, 0.039, 0.257267, 0.206067
63, 0.052, 0.327874, 0.470551
64, 0.169, 1.647149, 0.999369
65, 0.146, 1.619090, 0.577162
66, 0.076, 0.317998, 0.561190
67, 1.007, 18.802210, 6.102587
68, 0.092, 0.600524, 0.730493
69, 0.035, 0.110060, 0.122665
70, 0.065, 0.766273, 0.559801
71, 0.068, 0.401214, 0.429266
72, 0.230, 0.750173, 0.538078
73, 0.054, 0.404092, 0.362473
74, 0.484, 2.579065, 0.732822
75, 0.188, 1.478914, 0.804093
76, 0.076, 0.581000, 0.640819
78, 0.236, 3.741153, 1.305774
79, 0.082, 0.727000, 0.578145
81, 0.115, 0.309970, 0.116875
83, 0.031, 0.086881, 0.116393
84, 0.027, 0.115648, 0.046636
85, 0.065, 0.338422, 0.240692
86, 0.048, 0.259127, 0.231918
87, 0.102, 1.212006, 0.299379
88, 0.092, 1.459709, 0.306976
89, 0.062, 0.456389, 0.486214
90, 0.017, 0.126315, 0.085333
91, 0.023, 0.047324, 0.046285
93, 0.056, 0.249359, 0.153932
96, 0.027, 0.199728, 0.249786
97, 0.098, 1.199974, 0.414231
99, 0.044, 0.417200, 0.281515
