query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,16369,74.24,21,5.4,8.12,26.03
query 2,1879,78.64,61,5.42,8.12,59.0
query 3,4757,71.0,38,6.26,8.12,32.48
query 4,8223,99.5,40,7.6,8.12,39.62
query 5,2778,72.47,21,6.92,8.12,26.13
query 6,271,45.09,40,6.97,8.12,52.96
query 7,319,52.0,3,7.05,8.12,27.76
query 8,2080,70.38,24,7.38,8.12,36.31
query 9,881,60.56,74,7.44,8.12,54.33
query 10,1957,44.36,65,7.69,8.12,69.68
query 12,992,70.78,15,7.59,8.12,27.81
query 13,1832,92.29,21,7.73,8.12,28.9
query 16,8058,52.0,23,9.95,8.12,31.87
query 17,2629,87.56,78,7.85,8.12,50.72
query 18,13551,100.0,50,12.69,8.12,44.48
query 19,1446,67.42,10,8.07,8.12,25.63
query 20, 4444,82.41,72,8.68,8.12,40.58
