query,time (ms)
query 1,436.0
query 2,2058.0
query 3,656.0
query 4,1470.0
query 5,412.0
query 6,9.0
query 7,557.0
query 8,642.0
query 9,556.0
query 10,577.0
query 12,180.0
query 13,465.0
query 14,158.0
query 16,601.0
query 17,3551.0
query 18,2485.0
query 19,203.0
query 20,2010.0
