query,time (ms)
query 1,22.0
query 2,44.0
query 3,13.0
query 4,841.0
query 5,12.0
query 6,8.0
query 7,16.0
query 8,21.0
query 9,12.0
query 10,12.0
query 12,19.0
query 13,174.0
query 14,14.0
query 16,19.0
query 17,2634.0
query 18,1782.0
query 19,13.0
query 20,450.0
