query_id,time(ms)
1,129.0
2,79.0
3,51.0
4,3674.0
5,140.0
6,151.0
7,117.0
8,78.0
9,193.0
10,71.0
11,2359.0
13,135.0
14,1345.0
15,51.0
17,118.0
18,130.0
19,91.0
22,94.0
23,496.0
24,108.0
25,111.0
26,47.0
27,127.0
28,168.0
29,114.0
30,94.0
31,111.0
33,84.0
34,76.0
35,176.0
36,113.0
38,120.0
39,51.0
41,13.0
42,54.0
43,72.0
44,33.0
45,107.0
46,344.0
47,214.0
48,122.0
49,112.0
50,103.0
51,793.0
52,60.0
53,79.0
54,109.0
55,53.0
56,97.0
57,81.0
58,76.0
59,145.0
60,98.0
61,34.0
62,43.0
63,67.0
64,222.0
65,161.0
66,89.0
67,1053.0
68,138.0
69,32.0
70,96.0
71,91.0
72,359.0
73,77.0
74,1503.0
75,281.0
76,110.0
78,449.0
79,124.0
81,120.0
83,37.0
84,31.0
85,95.0
86,50.0
87,140.0
88,138.0
89,77.0
90,28.0
91,29.0
93,90.0
96,42.0
97,268.0
99,53.0
