query_id,real_time(s),user_time(s),sys_time(s)
1,1.266,4.46033,0.448122
2,0.169,0.472868,0.060122
3,0.991,3.196808,0.572778
4,0.817,2.701083,0.360569
5,0.977,3.17086,0.5727
6,0.375,0.986231,0.469931
7,1.088,3.425069,0.717239
8,1.038,3.240241,0.737076
9,2.816,9.193042,1.44262
10,1.472,4.711489,0.86628
11,0.145,0.477244,0.077897
12,0.683,2.160803,0.459635
13,2.158,7.768707,0.527863
14,0.602,1.616174,0.631489
15,0.819,2.612364,0.557065
16,0.378,1.270475,0.151699
17,1.245,4.356898,0.472114
18,1.866,6.516294,0.676277
19,1.086,3.286938,0.840416
20,0.707,2.088823,0.620858
21,2.419,8.335178,0.70367
22,0.403,1.434336,0.08676
