query_id, real_time(s), user_time(s), sys_time(s)
1, 0.632, 15.580821, 3.377429
2, 0.178, 2.071005, 0.653125
3, 0.817, 14.386927, 4.837850
4, 0.766, 12.658072, 3.343236
5, 0.810, 16.215797, 5.057623
6, 0.321, 3.792156, 4.451386
7, 0.894, 13.190440, 7.529055
8, 0.728, 12.641464, 6.581227
9, 3.475, 41.233599, 9.745679
10, 1.208, 24.484850, 7.169129
11, 0.126, 1.874728, 0.747234
12, 0.563, 9.220808, 4.742512
13, 1.458, 34.845272, 4.634688
14, 0.744, 7.761558, 6.042272
14, 0.004, 0.000806, 0.000000
15, 0.614, 10.654390, 5.960646
15, 0.005, 0.000281, 0.000157
16, 0.314, 6.420848, 1.338557
17, 0.679, 14.718330, 4.680919
18, 1.325, 29.942322, 5.928603
19, 0.966, 13.026770, 7.558687
20, 0.574, 9.152943, 5.572706
21, 1.971, 41.266301, 6.589060
22, 0.350, 7.891864, 0.737980
