query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,506,50.63,,,,
query 2,866,55.22,49.0,2.96,4.11,30.95
query 3,950,54.91,23.0,3.42,4.12,30.21
query 4,2099,85.0,18.0,3.64,4.12,27.6
query 5,308,48.61,9.0,3.68,4.12,25.88
query 6,243,48.37,12.0,3.48,4.12,31.95
query 7,247,50.63,5.0,3.49,4.12,25.68
query 8,340,48.87,4.0,3.48,4.12,26.23
query 9,331,46.48,16.0,3.46,4.12,27.88
query 10,949,50.38,22.0,3.66,4.12,39.23
query 12,272,60.2,0.0,3.51,4.12,25.54
query 13,819,61.96,4.0,3.5,4.12,28.19
query 16,5742,58.88,21.0,3.99,4.12,26.19
query 17,1085,75.19,18.0,3.51,4.12,42.43
query 18,3340,100.0,23.0,4.09,4.12,29.25
query 19,309,61.71,8.0,3.75,4.12,25.64
query 20,2648,60.4,16.0,4.04,4.12,32.15
query 22,632,52.02,1.0,3.89,4.12,25.63
