query_id, real_time(s), user_time(s), sys_time(s)
01, 0.130, 0.799914, 0.410499
02, 0.159, 3.804560, 0.611220
03, 0.111, 1.216934, 1.161963
04, 5.893, 27.363494, 4.594441
05, 0.287, 3.544679, 2.677293
06, 0.236, 1.319372, 0.903863
07, 0.253, 2.613268, 2.440681
08, 0.145, 1.354219, 1.190868
09, 0.439, 7.916329, 4.723870
10, 0.137, 1.242910, 0.913493
11, 2.957, 17.735920, 3.542185
13, 0.290, 3.863497, 2.647420
14, 3.977, 91.061330, 6.349594
14, 3.012, 60.382274, 2.072658
15, 0.096, 0.275667, 0.200805
17, 0.238, 2.218764, 1.937047
18, 0.274, 0.957033, 0.625792
19, 0.169, 1.416883, 1.744206
22, 0.441, 8.989283, 3.129921
23, 1.564, 37.066411, 7.375198
23, 1.565, 38.072136, 4.425928
24, 0.276, 2.821418, 1.936684
24, 0.100, 2.367615, 0.000000
25, 0.249, 1.943651, 2.524145
26, 0.079, 0.478745, 0.479010
27, 0.307, 2.855451, 2.447076
28, 0.365, 8.529625, 1.422506
29, 0.259, 2.546670, 2.124046
30, 0.130, 0.444542, 0.278324
31, 0.206, 3.028704, 1.560525
33, 0.191, 1.620002, 2.265972
34, 0.150, 1.765132, 1.190504
35, 0.359, 3.012998, 1.139420
36, 0.279, 4.248451, 1.633605
38, 0.293, 4.981444, 0.980423
39, 0.075, 0.366424, 0.241670
39, 0.055, 0.381977, 0.116556
41, 0.017, 0.036008, 0.016839
42, 0.120, 1.072823, 1.274894
43, 0.146, 2.493638, 1.027407
44, 0.072, 1.425167, 0.307147
45, 0.140, 0.529396, 0.676057
46, 0.405, 3.491610, 1.998358
47, 0.417, 8.248687, 2.663840
48, 0.259, 3.524391, 1.907740
49, 0.238, 2.210409, 2.644937
50, 0.208, 3.627595, 1.511479
51, 1.736, 18.707045, 4.514160
52, 0.133, 1.199445, 1.234094
53, 0.154, 1.677563, 1.402610
54, 0.210, 1.643187, 1.686312
55, 0.131, 1.108750, 1.334915
56, 0.201, 1.668846, 2.247313
57, 0.150, 2.024516, 0.506469
58, 0.167, 1.065958, 1.728370
59, 0.358, 8.004004, 1.007757
60, 0.190, 1.798540, 2.211753
61, 0.242, 2.794213, 1.983447
62, 0.088, 1.191423, 0.500520
63, 0.142, 1.539938, 1.430472
64, 0.538, 8.758039, 3.308960
65, 0.422, 8.139076, 2.282602
66, 0.136, 1.199508, 1.375270
67, 4.363, 80.218874, 34.570003
68, 0.346, 2.895706, 2.610234
69, 0.170, 1.293526, 0.941843
70, 0.211, 3.746184, 1.216584
71, 0.178, 1.626530, 1.707348
72, 0.769, 2.018667, 0.866625
73, 0.153, 1.757151, 1.207800
74, 2.213, 11.342970, 2.673579
75, 0.585, 7.146320, 3.158321
76, 0.248, 2.510682, 2.887315
78, 1.059, 19.002111, 4.998998
79, 0.251, 3.170760, 1.922383
81, 0.170, 0.724281, 0.287871
83, 0.049, 0.269102, 0.269375
84, 0.044, 0.257824, 0.130354
85, 0.183, 1.281963, 1.102124
86, 0.078, 0.935390, 0.489923
87, 0.337, 5.566274, 1.124255
88, 0.301, 6.746188, 1.130125
89, 0.168, 1.906543, 1.539260
90, 0.053, 0.462448, 0.478292
91, 0.036, 0.089039, 0.091686
93, 0.196, 0.923037, 0.584300
96, 0.088, 1.062492, 0.753080
97, 0.347, 6.352280, 1.646105
99, 0.092, 1.793116, 0.240167
