query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,186,71.22,,,,
query 2,8171,99.75,13.0,4.33,4.13,28.38
query 3,13,43.11,0.0,4.35,4.13,25.75
query 6,72,43.83,0.0,3.84,4.13,25.74
query 7,35,44.11,0.0,3.83,4.13,25.74
query 9,97,62.06,3.0,3.81,4.13,25.74
query 13,35,48.74,0.0,3.72,4.13,25.75
query 17,116,44.33,0.0,3.71,4.13,25.64
query 24,1336,43.47,1.0,3.68,4.13,26.03
query 25,100,45.94,1.0,3.66,4.13,25.54
query 26,29,45.61,5.0,3.65,4.13,34.51
query 29,78,45.5,0.0,3.67,4.13,30.72
query 30,101,46.1,8.0,3.69,4.13,38.81
query 33,103,45.84,0.0,3.66,4.13,25.75
query 34,49,59.15,1.0,3.68,4.13,26.15
query 41,72,47.1,0.0,3.69,4.13,25.64
query 42,19,45.86,0.0,3.68,4.13,25.84
query 43,16,46.25,2.0,3.7,4.13,25.74
query 46,81,45.09,0.0,3.72,4.13,25.61
query 48,27,46.12,0.0,3.7,4.13,25.54
query 50,34,45.98,3.0,3.69,4.13,25.66
query 52,13,48.23,5.0,3.68,4.13,25.64
query 53,76,65.74,1.0,3.66,4.13,25.64
query 54,4678,100.0,4.0,4.01,4.13,26.03
query 55,12,43.18,7.0,3.94,4.13,26.62
query 56,82,43.97,0.0,3.71,4.13,26.53
query 58,129,45.11,1.0,3.69,4.13,25.66
query 59,230,45.48,3.0,3.7,4.13,25.64
query 60,91,43.18,4.0,3.74,4.13,25.64
query 61,42,43.22,0.0,3.71,4.13,25.66
query 62,21,45.45,4.0,3.7,4.13,25.64
query 63,69,46.48,0.0,3.69,4.13,25.64
query 64,183,53.16,4.0,3.66,4.13,25.84
query 65,225,50.75,25.0,3.66,4.13,43.81
query 68,50,59.3,0.0,3.67,4.13,25.66
query 71,338,59.9,0.0,3.8,4.13,25.74
query 73,29,42.96,0.0,3.74,4.13,25.56
query 78,11046,100.0,40.0,4.85,4.13,36.32
query 79,62,50.88,47.0,3.75,4.13,25.74
query 81,153,52.01,0.0,3.75,4.13,25.75
query 83,113,42.96,1.0,3.73,4.13,25.85
query 89,85,43.43,2.0,3.69,4.13,30.15
query 91,22,45.86,0.0,3.68,4.13,25.64
query 93,30,46.21,3.0,3.7,4.13,25.64
query 96,11,44.11,0.0,3.69,4.13,25.63
query 99, 19,25.38,0.0,3.68,4.13,25.75
