query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,1689,71.22,20.0,3.66,4.12,26.92
query 2,8909,100.0,13.0,4.33,4.13,28.38
query 3,790,43.72,13.0,4.35,4.13,26.05
query 6,524,43.86,2.0,3.84,4.13,25.74
query 7,320,45.36,2.0,3.83,4.13,27.1
query 9,549,62.06,3.0,3.81,4.13,25.84
query 13,373,48.74,0.0,3.81,4.13,25.75
query 17,1014,45.32,25.0,3.78,4.13,29.76
query 24,2913,45.61,1.0,3.75,4.13,28.28
query 25,1424,45.94,26.0,3.7,4.13,48.62
query 26,301,45.61,5.0,3.7,4.13,39.0
query 29,961,45.5,25.0,3.8,4.13,45.06
query 30,1639,46.1,28.0,3.97,4.13,38.81
query 33,871,47.37,3.0,3.92,4.13,25.94
query 34,1238,61.11,13.0,4.05,4.13,26.43
query 41,1584,47.1,1.0,3.79,4.13,25.85
query 42,234,46.12,0.0,3.78,4.13,25.84
query 43,240,46.25,2.0,3.76,4.13,25.94
query 46,1280,45.36,18.0,3.76,4.13,26.33
query 48,285,46.12,3.0,3.74,4.13,25.64
query 50,815,45.98,21.0,3.72,4.13,26.15
query 52,758,48.23,13.0,3.88,4.13,26.19
query 53,330,65.74,1.0,3.85,4.13,26.72
query 54,7495,100.0,23.0,4.21,4.13,27.4
query 55,769,54.18,17.0,3.94,4.13,26.62
query 56,1019,55.5,2.0,3.9,4.13,28.67
query 58,1126,46.1,1.0,3.87,4.13,26.84
query 59,1772,49.12,5.0,3.85,4.13,25.9
query 60,307,48.87,10.0,3.84,4.13,25.78
query 61,476,43.47,3.0,3.82,4.13,28.28
query 62,47,45.45,4.0,3.83,4.13,27.99
query 63,348,46.48,3.0,3.84,4.13,25.84
query 64,2173,53.16,31.0,3.84,4.13,31.18
query 65,1279,50.75,27.0,3.84,4.13,43.81
query 68,1275,63.25,14.0,3.99,4.13,28.08
query 71,1592,60.1,6.0,3.8,4.13,26.15
query 73,1153,58.94,6.0,3.78,4.13,25.94
query 78,11797,100.0,40.0,4.87,4.13,46.11
query 79,1192,58.94,47.0,3.8,4.13,25.94
query 81,1585,58.94,6.0,3.78,4.13,25.94
query 83,1138,58.94,6.0,3.79,4.13,25.94
query 89,812,58.94,8.0,3.78,4.13,33.06
query 91,257,58.94,6.0,3.78,4.13,25.94
query 93,245,58.94,6.0,3.78,4.13,25.94
query 96,208,58.94,6.0,3.78,4.13,25.94
query 99,268,58.94,6.0,3.78,4.13,25.94
