query_id, real_time(s), user_time(s), sys_time(s)
01, 0.062, 0.188743, 0.099474
02, 0.041, 0.424405, 0.206829
03, 0.027, 0.135603, 0.234425
04, 0.570, 3.052239, 0.754312
05, 0.060, 0.400829, 0.473010
06, 0.075, 0.185075, 0.160694
07, 0.082, 0.417958, 0.424533
08, 0.051, 0.172989, 0.263850
09, 0.053, 0.807586, 0.497245
10, 0.049, 0.178564, 0.159466
11, 0.487, 1.983289, 0.536589
13, 0.061, 0.455618, 0.365856
14, 0.279, 3.977081, 0.940126
14, 0.181, 2.645792, 0.219075
15, 0.052, 0.082741, 0.118918
17, 0.067, 0.233606, 0.330253
18, 0.097, 0.247106, 0.174214
19, 0.045, 0.213031, 0.268505
22, 0.422, 8.247397, 2.732709
23, 0.172, 3.370023, 1.041190
23, 0.130, 3.389850, 0.189051
24, 0.049, 0.254487, 0.248217
24, 0.025, 0.175078, 0.019304
25, 0.036, 0.106181, 0.104684
26, 0.049, 0.155653, 0.113754
27, 0.089, 0.422655, 0.436697
28, 0.054, 1.040676, 0.205869
29, 0.058, 0.278420, 0.337792
30, 0.060, 0.103986, 0.107509
31, 0.060, 0.380001, 0.321544
33, 0.035, 0.256164, 0.279344
34, 0.042, 0.225428, 0.252508
35, 0.097, 0.470224, 0.270867
36, 0.299, 0.577809, 0.376299
38, 0.058, 0.542515, 0.217951
39, 0.058, 0.277816, 0.191399
39, 0.045, 0.275795, 0.076470
41, 0.016, 0.023310, 0.020397
42, 0.024, 0.115647, 0.206883
43, 0.039, 0.295015, 0.244366
44, 0.012, 0.162204, 0.024549
45, 0.055, 0.126576, 0.057997
46, 0.111, 0.440650, 0.302333
47, 0.112, 1.353359, 0.540173
48, 0.055, 0.432969, 0.263168
49, 0.048, 0.307018, 0.436752
50, 0.046, 0.412484, 0.336557
51, 0.481, 3.944800, 1.001664
52, 0.029, 0.155405, 0.199264
53, 0.039, 0.181997, 0.269887
54, 0.044, 0.202805, 0.229373
55, 0.028, 0.136408, 0.246057
56, 0.048, 0.255187, 0.363877
57, 0.079, 0.593243, 0.398274
58, 0.042, 0.193326, 0.288441
59, 0.073, 0.829849, 0.270087
60, 0.056, 0.270830, 0.397522
61, 0.035, 0.159615, 0.333526
62, 0.034, 0.175558, 0.135950
63, 0.032, 0.179913, 0.227223
64, 0.119, 0.836629, 0.489440
65, 0.073, 0.728395, 0.338277
66, 0.055, 0.230638, 0.222645
67, 0.485, 8.567626, 3.152520
68, 0.067, 0.341977, 0.423505
69, 0.046, 0.196060, 0.164720
70, 0.046, 0.420671, 0.314462
71, 0.050, 0.222907, 0.252912
72, 0.155, 0.413299, 0.300161
73, 0.044, 0.192198, 0.260681
74, 0.325, 1.321156, 0.415910
75, 0.102, 0.760648, 0.464604
76, 0.051, 0.313005, 0.406568
78, 0.145, 1.637596, 0.748375
79, 0.054, 0.342228, 0.401426
81, 0.103, 0.189298, 0.085350
83, 0.022, 0.075327, 0.062750
84, 0.024, 0.055209, 0.042473
85, 0.048, 0.141923, 0.190144
86, 0.037, 0.221609, 0.122238
87, 0.065, 0.614785, 0.227963
88, 0.056, 0.788759, 0.198172
89, 0.046, 0.265861, 0.332609
90, 0.013, 0.048055, 0.075844
91, 0.020, 0.048641, 0.030715
93, 0.063, 0.591013, 0.232317
94, 0.030, 0.108575, 0.161902
96, 0.019, 0.106304, 0.147577
97, 0.073, 0.611088, 0.227754
99, 0.034, 0.210278, 0.116378
