query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,617,49.75,41,8.0,12.12,25.64
query 2,2347,44.42,47,7.99,12.12,25.64
query 3,883,45.82,26,8.19,12.12,27.29
query 4,2535,91.56,25,8.33,12.12,30.73
query 5,537,77.56,0,8.03,12.12,25.54
query 6,16,78.45,14,8.04,12.13,25.54
query 7,904,71.93,14,8.24,12.13,27.53
query 8,548,46.62,0,8.08,12.13,25.44
query 9,747,44.84,10,8.26,12.13,25.74
query 10,823,46.12,7,8.26,12.13,26.02
query 12,256,45.45,0,8.09,12.13,25.54
query 13,226,43.61,7,8.07,12.13,25.43
query 14,236,45.11,0,8.05,12.13,25.58
query 16,820,45.39,0,8.05,12.13,25.54
query 17,4387,100.0,51,8.1,12.13,34.02
query 18,4564,100.0,32,8.96,12.13,36.35
query 19,260,47.62,14,8.06,12.13,25.53
query 20,2731,75.63,21,8.23,12.13,26.27
query 22, 1261,43.94,0,8.06,12.13,25.72
