query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,5613.33,65.6,21.0,5.4,8.12,26.03
query 2,1338.0,81.94,81.33,7.27,9.45,57.67
query 3,1757.0,57.96,62.33,7.5,9.45,32.03
query 4,5919.67,99.67,36.0,8.7,9.45,35.82
query 5,969.0,54.43,16.67,7.85,9.45,25.73
query 6,100.33,45.85,15.67,7.86,9.45,36.88
query 7,150.67,48.36,6.67,7.88,9.45,26.25
query 8,789.33,53.65,23.33,7.99,9.45,29.18
query 9,480.33,49.73,63.67,8.0,9.45,45.26
query 10,1292.0,43.05,75.0,8.09,9.45,58.22
query 12,351.33,61.61,5.0,8.0,9.45,26.28
query 13,833.0,68.5,12.33,8.04,9.45,30.39
query 16,8417.0,49.58,21.33,10.26,10.79,30.94
query 17,2131.0,94.69,81.0,8.12,10.79,46.39
query 18,10448.33,100.0,43.0,11.75,10.79,45.45
query 19,589.33,59.06,16.0,8.14,10.79,25.53
query 20,2721.33,89.0,63.67,8.59,10.79,46.91
