query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,33,11.06,2.0,4.77,3.75,
query 2,51,13.73,9.0,4.77,3.75,4.47
query 3,234,14.85,5.0,4.82,3.75,6.825
query 4,154,14.69,14.0,4.895,3.75,9.61
query 5,13,11.52,1.0,4.93,3.75,11.22
query 6,6,9.96,18.0,4.81,3.75,11.42
query 7,13,10.13,3.0,4.83,3.75,11.38
query 8,24,10.2,1.0,4.83,3.75,11.31
query 9,27,10.78,3.0,4.8,3.75,11.31
query 10,267,11.076666666666666,8.0,4.836666666666666,3.75,11.835
query 12,10,10.31,0.0,4.92,3.75,11.6
query 13,19,10.56,1.0,4.92,3.75,11.15
query 16,1834,11.758333333333333,2.4444444444444446,5.148888888888889,3.75,11.006111111111112
query 17,63,23.3,0.0,4.97,3.75,10.87
query 18,509,18.410000000000004,6.8,5.018,3.75,11.272
query 19,19,12.55,16.0,5.19,3.75,11.47
query 20,323,11.61,5.666666666666667,5.023333333333333,3.75,11.6
query 22, 50,5.91,0.0,5.03,3.75,11.67
