CPU_time(ms), CPU_USAGE(%), GPU_time(ms), GPU_USAGE(%), RAM_time(ms), RAM_USED(Gb), VRAM_time(ms), VRAM_USED(Gb), POWER_time(ms), POWER_USE(W)
2025-04-06 13:23:20.538, 1.07, 2025-04-06 13:23:21.543, 2, 2025-04-06 13:23:21.564, 4.77, 2025-04-06 13:23:21.567, 3.75, 2025-04-06 13:23:21.585, 3.99
2025-04-06 13:23:20.641, 1.88, 2025-04-06 13:23:21.646, 9, 2025-04-06 13:23:21.665, 4.77, 2025-04-06 13:23:21.668, 3.75, 2025-04-06 13:23:21.685, 4.01
2025-04-06 13:23:20.744, 2.65, 2025-04-06 13:23:21.748, 9, 2025-04-06 13:23:21.767, 4.77, 2025-04-06 13:23:21.770, 3.75, 2025-04-06 13:23:21.788, 4.47
2025-04-06 13:23:20.846, 4.02, 2025-04-06 13:23:21.852, 14, 2025-04-06 13:23:21.871, 4.78, 2025-04-06 13:23:21.874, 3.75, 2025-04-06 13:23:21.892, 5.08
2025-04-06 13:23:20.949, 4.89, 2025-04-06 13:23:21.954, 14, 2025-04-06 13:23:21.973, 4.80, 2025-04-06 13:23:21.976, 3.75, 2025-04-06 13:23:21.997, 5.72
2025-04-06 13:23:21.052, 6.59, 2025-04-06 13:23:22.056, 5, 2025-04-06 13:23:22.075, 4.82, 2025-04-06 13:23:22.078, 3.75, 2025-04-06 13:23:22.096, 6.50
2025-04-06 13:23:21.154, 7.66, 2025-04-06 13:23:22.159, 5, 2025-04-06 13:23:22.178, 4.82, 2025-04-06 13:23:22.181, 3.75, 2025-04-06 13:23:22.198, 7.15
2025-04-06 13:23:21.257, 8.47, 2025-04-06 13:23:22.262, 9, 2025-04-06 13:23:22.280, 4.93, 2025-04-06 13:23:22.283, 3.75, 2025-04-06 13:23:22.301, 7.88
2025-04-06 13:23:21.359, 9.43, 2025-04-06 13:23:22.364, 9, 2025-04-06 13:23:22.382, 5.06, 2025-04-06 13:23:22.386, 3.75, 2025-04-06 13:23:22.404, 8.58
2025-04-06 13:23:21.463, 10.48, 2025-04-06 13:23:22.467, 14, 2025-04-06 13:23:22.486, 4.89, 2025-04-06 13:23:22.489, 3.75, 2025-04-06 13:23:22.506, 9.29
2025-04-06 13:23:21.563, 11.06, 2025-04-06 13:23:22.567, 14, 2025-04-06 13:23:22.585, 4.90, 2025-04-06 13:23:22.588, 3.75, 2025-04-06 13:23:22.607, 9.93
2025-04-06 13:23:21.665, 11.12, 2025-04-06 13:23:22.668, 1, 2025-04-06 13:23:22.688, 4.91, 2025-04-06 13:23:22.691, 3.75, 2025-04-06 13:23:22.708, 10.55
2025-04-06 13:23:21.766, 13.73, 2025-04-06 13:23:22.770, 1, 2025-04-06 13:23:22.790, 4.93, 2025-04-06 13:23:22.796, 3.75, 2025-04-06 13:23:22.816, 11.22
2025-04-06 13:23:21.867, 15.52, 2025-04-06 13:23:22.871, 18, 2025-04-06 13:23:22.890, 4.81, 2025-04-06 13:23:22.894, 3.75, 2025-04-06 13:23:22.911, 11.42
2025-04-06 13:23:21.968, 15.53, 2025-04-06 13:23:22.972, 18, 2025-04-06 13:23:22.991, 4.81, 2025-04-06 13:23:22.994, 3.75, 2025-04-06 13:23:23.011, 11.42
2025-04-06 13:23:22.070, 14.94, 2025-04-06 13:23:23.073, 3, 2025-04-06 13:23:23.092, 4.81, 2025-04-06 13:23:23.095, 3.75, 2025-04-06 13:23:23.113, 11.50
2025-04-06 13:23:22.171, 14.76, 2025-04-06 13:23:23.175, 3, 2025-04-06 13:23:23.194, 4.83, 2025-04-06 13:23:23.197, 3.75, 2025-04-06 13:23:23.214, 11.38
2025-04-06 13:23:22.272, 14.99, 2025-04-06 13:23:23.276, 1, 2025-04-06 13:23:23.294, 4.82, 2025-04-06 13:23:23.298, 3.75, 2025-04-06 13:23:23.315, 11.40
2025-04-06 13:23:22.373, 14.57, 2025-04-06 13:23:23.377, 1, 2025-04-06 13:23:23.396, 4.83, 2025-04-06 13:23:23.399, 3.75, 2025-04-06 13:23:23.417, 11.31
2025-04-06 13:23:22.474, 14.74, 2025-04-06 13:23:23.478, 3, 2025-04-06 13:23:23.496, 4.81, 2025-04-06 13:23:23.500, 3.75, 2025-04-06 13:23:23.517, 11.37
2025-04-06 13:23:22.575, 14.69, 2025-04-06 13:23:23.579, 3, 2025-04-06 13:23:23.597, 4.80, 2025-04-06 13:23:23.600, 3.75, 2025-04-06 13:23:23.618, 11.31
2025-04-06 13:23:22.677, 15.03, 2025-04-06 13:23:23.680, 5, 2025-04-06 13:23:23.699, 4.81, 2025-04-06 13:23:23.702, 3.75, 2025-04-06 13:23:23.720, 11.51
2025-04-06 13:23:22.778, 11.52, 2025-04-06 13:23:23.783, 5, 2025-04-06 13:23:23.802, 4.83, 2025-04-06 13:23:23.805, 3.75, 2025-04-06 13:23:23.823, 11.51
