query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,678.67,66.54,20.0,3.66,4.12,26.92
query 2,8407.67,99.75,11.67,4.16,4.13,27.16
query 3,272.0,43.24,7.0,4.02,4.13,25.84
query 6,221.33,43.6,0.67,3.66,4.13,25.69
query 7,128.0,44.85,0.67,3.65,4.13,26.17
query 9,254.0,55.13,1.33,3.67,4.13,25.77
query 13,149.67,45.92,0.0,3.63,4.13,25.68
query 17,412.67,44.6,8.33,3.68,4.13,27.01
query 24,1877.33,44.19,1.0,3.65,4.13,26.69
query 25,543.33,44.59,9.0,3.68,4.13,33.27
query 26,119.33,44.0,2.0,3.67,4.13,33.06
query 29,372.0,44.78,9.0,3.71,4.13,33.84
query 30,615.67,45.89,18.33,3.78,4.13,31.09
query 33,359.67,46.34,1.0,3.75,4.13,25.81
query 34,445.0,60.07,4.67,3.8,4.13,26.2
query 41,578.67,46.07,0.33,3.7,4.13,25.71
query 42,90.0,45.08,0.0,3.66,4.13,25.74
query 43,91.0,45.36,1.67,3.66,4.13,25.81
query 46,481.0,45.1,6.0,3.75,4.13,25.9
query 48,111.67,44.27,1.0,3.71,4.13,25.61
query 50,293.0,44.37,8.0,3.7,4.13,25.85
query 52,262.0,45.69,7.67,3.76,4.13,25.83
query 53,160.0,59.29,0.67,3.74,4.13,26.3
query 54,5618.33,100.0,11.67,4.09,4.13,26.46
query 55,264.67,47.74,8.0,3.9,4.13,26.13
query 56,395.67,48.52,1.0,3.81,4.13,26.98
query 58,459.67,45.72,0.67,3.78,4.13,26.05
query 59,746.0,47.24,4.0,3.75,4.13,25.76
query 60,165.67,45.55,5.33,3.74,4.13,25.71
query 61,186.0,43.34,1.67,3.72,4.13,26.56
query 62,30.0,44.62,2.33,3.72,4.13,26.42
query 63,161.67,46.15,1.33,3.71,4.13,25.71
query 64,849.0,50.44,13.0,3.78,4.13,27.57
query 65,576.67,50.5,18.67,3.77,4.13,32.42
query 68,460.0,61.22,4.67,3.82,4.13,26.45
query 71,756.33,59.65,2.33,3.76,4.13,25.84
query 73,404.33,48.43,2.0,3.73,4.13,25.71
query 78,11310.0,86.31,27.0,4.5,4.13,36.12
query 79,440.0,52.43,32.33,3.78,4.13,25.81
query 81,621.0,52.48,2.0,3.77,4.13,25.81
query 83,456.33,48.48,2.67,3.77,4.13,25.84
query 89,328.0,48.31,5.33,3.75,4.13,29.72
query 91,100.33,50.29,3.0,3.74,4.13,25.77
query 93,102.33,50.67,4.0,3.74,4.13,25.74
query 96,76.67,50.98,2.0,3.73,4.13,25.74
query 99,103.67,39.66,2.0,3.73,4.13,25.77
