query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,803,58.29,41,3.65,4.12,26.27
query 2,1255,67.17,56,3.95,4.12,49.36
query 3,1205,50.13,25,4.43,4.12,28.56
query 4,3575,88.47,29,5.06,4.12,26.16
query 5,458,46.84,20,4.53,4.12,25.54
query 6,240,43.43,30,4.75,4.12,25.46
query 7,265,46.88,2,4.8,4.12,26.8
query 8,485,54.39,11,4.82,4.12,43.67
query 9,490,50.75,31,5.01,4.12,36.62
query 10,1344,45.84,47,5.16,4.12,27.21
query 12,353,68.77,0,5.02,4.12,25.56
query 13,1176,80.15,11,5.11,4.12,27.03
query 16,6923,51.75,20,6.19,4.12,26.23
query 17,1733,84.96,30,5.17,4.12,44.26
query 18,6581,100.0,28,6.36,4.12,39.5
query 19,488,45.36,19,5.13,4.12,25.58
query 20,2994,74.06,43,5.63,4.12,45.71
query 22, 853,54.64,10,5.57,4.12,25.82
