query,time (ms)
query 1,241.0
query 2,1648.0
query 3,2177.0
query 4,3516.0
query 5,1356.0
query 6,28.0
query 7,1080.0
query 8,1452.0
query 9,1114.0
query 12,735.0
query 13,1433.0
query 16,6315.0
query 17,2007.0
query 18,7611.0
query 19,242.0
query 20,2497.0
