query,time (ms)
query 1,56350.0
query 2,3202.0
query 3,21076.0
query 4,14343.0
query 5,10735.0
query 6,214.0
query 7,1258.0
query 8,8488.0
query 9,2359.0
query 12,4845.0
query 13,2602.0
query 16,8813.0
query 17,3374.0
query 18,14598.0
query 19,5236.0
query 20,4669.0
