query,time (ms)
query 1,168.0
query 2,1626.0
query 3,2195.0
query 4,3521.0
query 5,1363.0
query 6,28.0
query 7,1088.0
query 8,1463.0
query 9,1119.0
query 12,744.0
query 13,1445.0
query 16,6411.0
query 17,2002.0
query 18,7648.0
query 19,241.0
query 20,2462.0
