query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,274.67,42.38,41.0,8.0,12.12,25.64
query 2,818.33,44.08,47.0,7.99,12.12,25.64
query 3,302.67,50.69,23.67,7.98,12.13,26.12
query 4,1819.0,94.36,21.67,8.28,12.13,28.25
query 5,187.0,55.67,6.0,7.96,12.13,25.47
query 6,14.0,56.33,8.0,7.97,12.13,25.51
query 7,311.33,53.61,4.67,8.03,12.13,26.12
query 8,197.67,44.59,0.33,7.98,12.13,25.44
query 9,257.67,44.93,3.33,8.04,12.13,25.65
query 10,282.0,45.36,3.0,8.04,12.13,25.7
query 12,95.33,46.97,0.0,7.99,12.13,25.5
query 13,85.67,46.69,2.67,7.98,12.13,25.5
query 14,90.67,47.23,0.33,7.98,12.13,25.64
query 16,289.67,54.05,0.33,7.97,12.13,25.48
query 17,3652.33,100.0,46.0,8.09,12.13,39.94
query 18,3786.33,100.0,32.33,8.73,12.13,33.32
query 19,97.33,58.81,12.33,8.44,12.13,25.63
query 20,1480.67,79.23,15.67,8.13,12.13,25.95
query 22,449.67,32.95,0.0,8.03,12.13,25.53
