CPU_time(ms), CPU_USAGE(%), GPU_time(ms), GPU_USAGE(%), RAM_time(ms), RAM_USED(Gb), VRAM_time(ms), VRAM_USED(Gb), POWER_time(ms), POWER_USE(W)
2025-04-06 13:10:51.671, 10.87, 2025-04-06 13:10:52.675, 1, 2025-04-06 13:10:52.700, 3.50, 2025-04-06 13:10:52.703, 0.34, 2025-04-06 13:10:52.721, 10.70
2025-04-06 13:10:51.772, 11.10, 2025-04-06 13:10:52.776, 1, 2025-04-06 13:10:52.795, 3.53, 2025-04-06 13:10:52.798, 0.34, 2025-04-06 13:10:52.816, 10.69
2025-04-06 13:10:51.874, 12.81, 2025-04-06 13:10:52.879, 2, 2025-04-06 13:10:52.898, 3.55, 2025-04-06 13:10:52.901, 0.33, 2025-04-06 13:10:52.919, 10.69
2025-04-06 13:10:51.976, 14.19, 2025-04-06 13:10:52.980, 2, 2025-04-06 13:10:53.000, 3.56, 2025-04-06 13:10:53.003, 3.75, 2025-04-06 13:10:53.021, 10.68
2025-04-06 13:10:52.077, 14.92, 2025-04-06 13:10:53.082, 1, 2025-04-06 13:10:53.100, 3.57, 2025-04-06 13:10:53.104, 3.75, 2025-04-06 13:10:53.121, 10.68
2025-04-06 13:10:52.179, 15.50, 2025-04-06 13:10:53.184, 1, 2025-04-06 13:10:53.202, 3.64, 2025-04-06 13:10:53.205, 3.75, 2025-04-06 13:10:53.223, 10.69
2025-04-06 13:10:52.280, 16.10, 2025-04-06 13:10:53.284, 15, 2025-04-06 13:10:53.303, 3.81, 2025-04-06 13:10:53.306, 3.75, 2025-04-06 13:10:53.324, 10.78
2025-04-06 13:10:52.381, 18.59, 2025-04-06 13:10:53.384, 15, 2025-04-06 13:10:53.403, 3.67, 2025-04-06 13:10:53.406, 3.75, 2025-04-06 13:10:53.425, 10.81
2025-04-06 13:10:52.482, 18.42, 2025-04-06 13:10:53.486, 8, 2025-04-06 13:10:53.505, 3.70, 2025-04-06 13:10:53.508, 3.75, 2025-04-06 13:10:53.527, 10.78
2025-04-06 13:10:52.583, 18.92, 2025-04-06 13:10:53.587, 8, 2025-04-06 13:10:53.606, 3.70, 2025-04-06 13:10:53.609, 3.75, 2025-04-06 13:10:53.627, 10.78
2025-04-06 13:10:52.685, 18.10, 2025-04-06 13:10:53.688, 10, 2025-04-06 13:10:53.706, 3.90, 2025-04-06 13:10:53.710, 3.75, 2025-04-06 13:10:53.727, 10.84
2025-04-06 13:10:52.786, 17.68, 2025-04-06 13:10:53.790, 10, 2025-04-06 13:10:53.809, 3.88, 2025-04-06 13:10:53.812, 3.75, 2025-04-06 13:10:53.829, 10.87
2025-04-06 13:10:52.887, 16.89, 2025-04-06 13:10:53.892, 14, 2025-04-06 13:10:53.911, 3.76, 2025-04-06 13:10:53.914, 3.75, 2025-04-06 13:10:53.932, 10.90
2025-04-06 13:10:52.989, 17.08, 2025-04-06 13:10:53.993, 14, 2025-04-06 13:10:54.011, 3.76, 2025-04-06 13:10:54.014, 3.75, 2025-04-06 13:10:54.032, 10.89
2025-04-06 13:10:53.090, 17.19, 2025-04-06 13:10:54.094, 2, 2025-04-06 13:10:54.112, 3.76, 2025-04-06 13:10:54.115, 3.75, 2025-04-06 13:10:54.133, 10.90
2025-04-06 13:10:53.191, 17.29, 2025-04-06 13:10:54.196, 2, 2025-04-06 13:10:54.214, 3.76, 2025-04-06 13:10:54.217, 3.75, 2025-04-06 13:10:54.235, 10.91
2025-04-06 13:10:53.292, 17.81, 2025-04-06 13:10:54.296, 2, 2025-04-06 13:10:54.315, 3.79, 2025-04-06 13:10:54.319, 3.75, 2025-04-06 13:10:54.338, 10.90
2025-04-06 13:10:53.394, 16.44, 2025-04-06 13:10:54.397, 2, 2025-04-06 13:10:54.416, 3.80, 2025-04-06 13:10:54.420, 3.75, 2025-04-06 13:10:54.438, 10.82
2025-04-06 13:10:53.495, 16.37, 2025-04-06 13:10:54.499, 1, 2025-04-06 13:10:54.519, 3.81, 2025-04-06 13:10:54.522, 3.75, 2025-04-06 13:10:54.541, 10.79
2025-04-06 13:10:53.596, 17.12, 2025-04-06 13:10:54.600, 1, 2025-04-06 13:10:54.619, 3.83, 2025-04-06 13:10:54.622, 3.75, 2025-04-06 13:10:54.641, 10.82
2025-04-06 13:10:53.697, 17.81, 2025-04-06 13:10:54.701, 7, 2025-04-06 13:10:54.720, 3.86, 2025-04-06 13:10:54.723, 3.75, 2025-04-06 13:10:54.742, 10.83
2025-04-06 13:10:53.798, 17.05, 2025-04-06 13:10:54.805, 7, 2025-04-06 13:10:54.838, 3.86, 2025-04-06 13:10:54.841, 3.75, 2025-04-06 13:10:54.871, 10.84
2025-04-06 13:10:53.899, 23.29, 2025-04-06 13:10:54.907, 5, 2025-04-06 13:10:54.938, 3.89, 2025-04-06 13:10:54.942, 3.75, 2025-04-06 13:10:54.970, 10.83
2025-04-06 13:10:54.000, 29.62, 2025-04-06 13:10:55.005, 5, 2025-04-06 13:10:55.030, 3.95, 2025-04-06 13:10:55.035, 3.75, 2025-04-06 13:10:55.059, 10.85
2025-04-06 13:10:54.102, 34.87, 2025-04-06 13:10:55.106, 3, 2025-04-06 13:10:55.127, 3.82, 2025-04-06 13:10:55.131, 3.73, 2025-04-06 13:10:55.151, 10.87
2025-04-06 13:10:54.203, 39.68, 2025-04-06 13:10:55.207, 3, 2025-04-06 13:10:55.245, 3.58, 2025-04-06 13:10:55.249, 3.71, 2025-04-06 13:10:55.269, 10.91
2025-04-06 13:10:54.304, 44.68, 2025-04-06 13:10:55.311, 9, 2025-04-06 13:10:55.353, 3.54, 2025-04-06 13:10:55.359, 3.71, 2025-04-06 13:10:55.386, 10.95
2025-04-06 13:10:54.405, 51.95, 2025-04-06 13:10:55.410, 9, 2025-04-06 13:10:55.444, 3.57, 2025-04-06 13:10:55.449, 3.72, 2025-04-06 13:10:55.475, 10.97
2025-04-06 13:10:54.506, 58.73, 2025-04-06 13:10:55.513, 9, 2025-04-06 13:10:55.548, 3.62, 2025-04-06 13:10:55.553, 3.72, 2025-04-06 13:10:55.585, 10.97
2025-04-06 13:10:54.607, 65.45, 2025-04-06 13:10:55.611, 9, 2025-04-06 13:10:55.630, 3.62, 2025-04-06 13:10:55.633, 3.72, 2025-04-06 13:10:55.652, 10.96
2025-04-06 13:10:54.709, 64.97, 2025-04-06 13:10:55.713, 3, 2025-04-06 13:10:55.732, 3.62, 2025-04-06 13:10:55.735, 3.70, 2025-04-06 13:10:55.754, 10.93
2025-04-06 13:10:54.812, 63.44, 2025-04-06 13:10:55.816, 3, 2025-04-06 13:10:55.835, 3.58, 2025-04-06 13:10:55.838, 3.70, 2025-04-06 13:10:55.856, 10.91
2025-04-06 13:10:54.922, 56.19, 2025-04-06 13:10:55.927, 4, 2025-04-06 13:10:55.945, 3.54, 2025-04-06 13:10:55.948, 3.71, 2025-04-06 13:10:55.966, 10.90
2025-04-06 13:10:55.014, 50.54, 2025-04-06 13:10:56.019, 4, 2025-04-06 13:10:56.038, 3.53, 2025-04-06 13:10:56.041, 3.71, 2025-04-06 13:10:56.059, 10.96
2025-04-06 13:10:55.115, 45.87, 2025-04-06 13:10:56.120, 9, 2025-04-06 13:10:56.138, 3.19, 2025-04-06 13:10:56.142, 3.70, 2025-04-06 13:10:56.159, 11.02
2025-04-06 13:10:55.217, 40.19, 2025-04-06 13:10:56.222, 9, 2025-04-06 13:10:56.241, 3.17, 2025-04-06 13:10:56.244, 3.70, 2025-04-06 13:10:56.261, 11.05
2025-04-06 13:10:55.322, 34.01, 2025-04-06 13:10:56.327, 11, 2025-04-06 13:10:56.346, 3.17, 2025-04-06 13:10:56.350, 3.70, 2025-04-06 13:10:56.368, 11.03
2025-04-06 13:10:55.424, 26.75, 2025-04-06 13:10:56.429, 11, 2025-04-06 13:10:56.448, 3.18, 2025-04-06 13:10:56.451, 3.70, 2025-04-06 13:10:56.470, 11.00
2025-04-06 13:10:55.529, 18.70, 2025-04-06 13:10:56.534, 4, 2025-04-06 13:10:56.553, 3.32, 2025-04-06 13:10:56.556, 3.70, 2025-04-06 13:10:56.573, 11.07
2025-04-06 13:10:55.629, 12.80, 2025-04-06 13:10:56.633, 4, 2025-04-06 13:10:56.652, 3.42, 2025-04-06 13:10:56.655, 3.70, 2025-04-06 13:10:56.673, 11.11
2025-04-06 13:10:55.731, 12.79, 2025-04-06 13:10:56.735, 23, 2025-04-06 13:10:56.754, 3.26, 2025-04-06 13:10:56.757, 3.70, 2025-04-06 13:10:56.776, 11.09
2025-04-06 13:10:55.832, 12.99, 2025-04-06 13:10:56.836, 23, 2025-04-06 13:10:56.855, 3.25, 2025-04-06 13:10:56.858, 3.70, 2025-04-06 13:10:56.875, 11.11
2025-04-06 13:10:55.933, 12.70, 2025-04-06 13:10:56.937, 2, 2025-04-06 13:10:56.955, 3.26, 2025-04-06 13:10:56.958, 3.70, 2025-04-06 13:10:56.975, 11.10
2025-04-06 13:10:56.034, 12.88, 2025-04-06 13:10:57.038, 2, 2025-04-06 13:10:57.056, 3.25, 2025-04-06 13:10:57.059, 3.70, 2025-04-06 13:10:57.077, 11.07
2025-04-06 13:10:56.135, 12.07, 2025-04-06 13:10:57.139, 1, 2025-04-06 13:10:57.158, 3.25, 2025-04-06 13:10:57.161, 3.70, 2025-04-06 13:10:57.179, 11.01
2025-04-06 13:10:56.237, 11.99, 2025-04-06 13:10:57.241, 1, 2025-04-06 13:10:57.259, 3.25, 2025-04-06 13:10:57.262, 3.70, 2025-04-06 13:10:57.279, 10.95
2025-04-06 13:10:56.338, 11.74, 2025-04-06 13:10:57.342, 1, 2025-04-06 13:10:57.361, 3.25, 2025-04-06 13:10:57.364, 3.70, 2025-04-06 13:10:57.382, 10.90
2025-04-06 13:10:56.439, 11.54, 2025-04-06 13:10:57.443, 0, 2025-04-06 13:10:57.462, 3.24, 2025-04-06 13:10:57.465, 3.70, 2025-04-06 13:10:57.483, 10.86
2025-04-06 13:10:56.540, 11.56, 2025-04-06 13:10:57.544, 0, 2025-04-06 13:10:57.563, 3.26, 2025-04-06 13:10:57.566, 3.70, 2025-04-06 13:10:57.584, 10.86
2025-04-06 13:10:56.641, 11.67, 2025-04-06 13:10:57.646, 0, 2025-04-06 13:10:57.665, 3.27, 2025-04-06 13:10:57.668, 3.70, 2025-04-06 13:10:57.686, 10.78
