query,time (ms)
query 1,646.0
query 2,956.0
query 3,1098.0
query 4,3167.0
query 5,351.0
query 6,165.0
query 7,202.0
query 8,383.0
query 9,379.0
query 10,1394.0
query 12,284.0
query 13,745.0
query 16,4030.0
query 17,1148.0
query 18,7127.0
query 19,442.0
query 20,2377.0
