query,time (ms)
query 1,38.0
query 2,424.0
query 3,193.0
query 4,2251.0
query 5,34.0
query 6,12.0
query 7,35.0
query 8,69.0
query 9,146.0
query 10,750.0
query 12,23.0
query 13,133.0
query 16,3648.0
query 17,668.0
query 18,4276.0
query 19,66.0
query 20,841.0
