query,time (ms)
query 1,39.0
query 2,399.0
query 3,192.0
query 4,2257.0
query 5,34.0
query 6,12.0
query 7,36.0
query 8,69.0
query 9,148.0
query 10,747.0
query 12,22.0
query 13,132.0
query 16,3367.0
query 17,680.0
query 18,4282.0
query 19,65.0
query 20,839.0
