query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,1294,52.76,0,1.29,0.1,25.46
query 2,1818,51.76,23,1.55,4.11,32.4
query 3,929,49.49,21,1.88,4.11,27.15
query 4,1895,63.73,13,2.04,4.11,25.7
query 5,350,51.01,1,2.02,4.11,26.31
query 6,268,48.38,6,1.99,4.11,28.24
query 7,302,51.38,1,2.08,4.11,25.44
query 8,832,47.99,7,2.12,4.11,26.33
query 9,345,49.25,0,2.11,4.11,25.46
query 10,933,48.45,12,2.33,4.11,27.78
query 12,353,70.03,0,2.23,4.11,25.64
query 13,678,56.28,3,2.21,4.11,25.54
query 16,4425,51.01,11,2.39,4.11,26.31
query 17,1718,56.25,5,2.07,4.11,25.64
query 18,2565,79.8,14,2.5,4.11,26.94
query 19,300,51.13,3,2.27,4.11,25.46
query 20,2510,55.03,19,2.51,4.11,28.27
query 22, 1228,51.88,1,2.49,4.11,25.51
