query_id, real_time(s), user_time(s), sys_time(s)
1, 0.075, 1.601085, 0.397436
2, 0.062, 0.269718, 0.130688
3, 0.110, 1.221976, 0.645990
4, 0.094, 0.942699, 0.445351
5, 0.099, 1.163298, 0.652708
6, 0.045, 0.424698, 0.493894
7, 0.110, 1.164539, 0.870894
8, 0.103, 1.367929, 0.748322
9, 0.306, 3.699081, 1.330647
10, 0.240, 2.338472, 0.849428
11, 0.031, 0.216315, 0.153615
12, 0.075, 0.680769, 0.715775
13, 0.170, 3.096746, 0.657274
14, 0.099, 0.797669, 0.626900
14, 0.003, 0.000000, 0.000734
15, 0.083, 0.967501, 0.698343
15, 0.002, 0.000249, 0.000180
16, 0.073, 0.562185, 0.199091
17, 0.099, 1.809558, 0.514197
18, 0.163, 2.715019, 0.770150
19, 0.111, 1.387486, 0.785078
20, 0.099, 0.861928, 0.663609
21, 0.255, 3.078728, 0.811938
22, 0.065, 0.587554, 0.099184
