query_id, real_time(s), user_time(s), sys_time(s)
01, 0.038, 0.054856, 0.019836
02, 0.085, 0.292307, 0.016860
03, 0.027, 0.065008, 0.024988
04, 0.714, 1.248545, 0.135005
05, 0.066, 0.184178, 0.060669
06, 0.041, 0.071401, 0.023552
07, 0.090, 0.233458, 0.067659
08, 0.046, 0.103438, 0.024573
09, 0.116, 0.427833, 0.022904
10, 0.051, 0.136863, 0.032924
11, 0.425, 0.771070, 0.096668
12, 0.022, 0.042258, 0.016098
13, 0.092, 0.254793, 0.073688
14, 0.490, 1.671961, 0.153970
14, 0.333, 1.160216, 0.043926
15, 0.032, 0.030010, 0.018843
16, 0.037, 0.087904, 0.027720
17, 0.057, 0.134926, 0.035757
18, 0.074, 0.170359, 0.023891
19, 0.043, 0.086047, 0.042496
20, 0.022, 0.032865, 0.015495
21, 0.013, 0.031579, 0.010201
22, 0.381, 1.399677, 0.028770
23, 0.378, 1.304361, 0.149328
23, 0.344, 1.261516, 0.051712
24, 0.014, 0.017629, 0.011059
24, 0.005, 0.007925, 0.002001
25, 0.033, 0.060875, 0.022337
26, 0.044, 0.095231, 0.034739
27, 0.090, 0.226441, 0.078383
28, 0.134, 0.482842, 0.038961
29, 0.064, 0.162163, 0.048595
30, 0.046, 0.082360, 0.015349
31, 0.064, 0.169567, 0.044902
32, 0.017, 0.047534, 0.007180
33, 0.039, 0.091290, 0.047666
34, 0.042, 0.115538, 0.019949
35, 0.098, 0.310312, 0.047711
36, 0.133, 0.208594, 0.064817
37, 0.011, 0.016363, 0.008744
38, 0.079, 0.240680, 0.048187
39, 0.074, 0.162105, 0.029016
39, 0.065, 0.158380, 0.011777
40, 0.025, 0.035867, 0.014543
41, 0.011, 0.015574, 0.004630
42, 0.025, 0.067844, 0.024579
43, 0.053, 0.169773, 0.028876
44, 0.077, 0.257139, 0.034848
45, 0.028, 0.051522, 0.010278
46, 0.085, 0.194934, 0.044958
47, 0.196, 0.620973, 0.086899
48, 0.079, 0.240697, 0.039922
49, 0.052, 0.127747, 0.061335
50, 0.056, 0.163307, 0.034843
51, 0.413, 1.343756, 0.105533
52, 0.025, 0.063955, 0.026625
53, 0.038, 0.098399, 0.034838
54, 0.022, 0.032760, 0.019974
55, 0.024, 0.062722, 0.023840
56, 0.047, 0.129568, 0.039515
57, 0.083, 0.239242, 0.028412
58, 0.035, 0.080870, 0.036739
59, 0.142, 0.492351, 0.028899
60, 0.049, 0.115808, 0.057958
61, 0.025, 0.057435, 0.021517
62, 0.029, 0.074103, 0.010834
63, 0.034, 0.091879, 0.025960
64, 0.156, 0.429964, 0.083053
65, 0.099, 0.309430, 0.053624
66, 0.042, 0.084216, 0.033073
67, 0.830, 2.815337, 0.297194
68, 0.071, 0.177667, 0.047131
69, 0.053, 0.144636, 0.030052
70, 0.061, 0.192794, 0.033128
71, 0.042, 0.096957, 0.040126
72, 0.129, 0.274548, 0.036825
73, 0.038, 0.111719, 0.018406
74, 0.275, 0.597137, 0.081805
75, 0.119, 0.318717, 0.065520
76, 0.056, 0.139748, 0.062379
77, 0.049, 0.112804, 0.053880
78, 0.244, 0.778291, 0.137867
79, 0.068, 0.189186, 0.042451
80, 0.096, 0.268566, 0.091563
81, 0.054, 0.065299, 0.014214
82, 0.021, 0.053662, 0.013148
83, 0.016, 0.037451, 0.012092
84, 0.025, 0.042947, 0.006544
85, 0.059, 0.117573, 0.029880
86, 0.025, 0.056152, 0.017692
87, 0.089, 0.277058, 0.046978
88, 0.126, 0.403184, 0.022988
89, 0.044, 0.119961, 0.038649
90, 0.012, 0.031088, 0.009746
91, 0.035, 0.098560, 0.004987
92, 0.015, 0.030748, 0.007480
93, 0.021, 0.030591, 0.016740
94, 0.026, 0.048328, 0.022443
95, 0.270, 0.791678, 0.047046
96, 0.020, 0.046275, 0.023647
97, 0.091, 0.262054, 0.057518
98, 0.038, 0.079248, 0.038171
99, 0.043, 0.115977, 0.011133
