query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,3772.67,81.86,13.33,7.46,9.45,27.13
query 2,84844.0,100.0,55.0,8.35,4.1,37.79
query 3,6787.33,77.64,20.0,2.05,4.1,28.91
query 6,2596.33,63.87,14.0,2.26,4.1,33.27
query 7,8365.67,75.62,11.67,3.23,4.1,26.04
query 9,3400.67,76.36,18.67,3.74,4.1,31.19
query 13,7485.67,77.66,13.33,4.88,4.1,26.07
query 17,6646.67,74.83,100.0,5.91,8.11,72.42
query 24,28871.67,91.03,10.0,6.34,8.11,37.85
query 25,2059.67,65.69,99.67,6.42,8.11,73.83
query 26,3837.67,79.59,58.33,6.72,8.11,33.09
query 29,1807.0,57.17,99.33,7.24,8.11,71.65
query 30,2393.67,56.78,49.0,7.33,8.11,44.06
query 33,2596.67,68.45,15.33,7.32,8.11,29.49
query 34,1486.33,62.06,19.67,7.59,8.11,30.36
query 41,2230.33,59.63,1.0,7.41,8.11,25.82
query 42,261.67,51.2,0.0,7.4,8.11,25.5
query 43,304.0,60.58,7.33,7.39,8.11,27.71
query 46,1949.33,65.77,19.67,7.65,8.12,47.16
query 48,361.0,63.19,0.33,7.48,8.12,25.51
query 50,1071.0,58.11,39.0,7.71,8.12,47.24
query 52,794.67,52.94,19.67,7.79,8.12,27.64
query 53,801.33,53.74,26.33,7.67,8.12,40.14
query 54,64333.67,100.0,47.33,11.39,8.12,29.79
query 55,816.0,54.36,17.33,7.61,8.12,26.41
query 56,1161.67,52.09,8.33,7.6,8.12,28.83
query 58,1799.0,58.61,5.0,7.56,8.12,31.84
query 59,2077.67,58.54,34.33,7.61,8.12,38.09
query 60,597.33,63.48,1.67,7.53,8.12,30.08
query 61,1056.33,63.32,14.0,7.53,8.12,34.9
query 62,1226.0,59.84,8.67,7.58,8.12,25.89
query 63,388.67,55.4,9.0,7.65,8.12,28.84
query 64,4380.67,67.22,80.0,8.46,8.12,72.94
query 65,2134.0,56.68,31.67,8.6,8.12,53.77
query 68,3864.33,75.95,40.67,8.66,8.12,39.42
query 71,8769.33,100.0,16.67,9.52,8.12,27.69
query 73,1348.0,48.78,19.33,9.11,8.12,31.7
query 79,1932.33,66.37,16.67,9.55,12.12,32.8
query 81,3024.0,68.62,19.33,9.67,12.12,29.1
query 83,1914.33,52.13,3.33,9.57,12.12,28.06
query 89,1421.67,50.75,39.0,9.61,12.12,36.34
query 91,452.67,48.75,0.67,9.56,12.12,25.5
query 93,465.67,46.16,3.33,9.51,12.12,37.28
query 96,232.33,51.42,0.0,9.47,12.12,25.5
query 99,3069.33,77.88,9.0,9.74,12.12,25.83
