query_id,time(ms)
1,189.0
2,1133.0
3,2780.0
4,8778.0
5,2530.0
6,216.0
7,932.0
8,119.0
9,899.0
10,110.0
11,2782.0
12,72.0
13,226.0
14,2489.0
15,82.0
16,54.0
17,202.0
18,221.0
19,143.0
20,47.0
21,19.0
22,170.0
23,963.0
24,197.0
25,201.0
26,98.0
27,196.0
28,312.0
29,209.0
30,126.0
31,177.0
32,24.0
33,141.0
34,126.0
35,256.0
36,180.0
37,20.0
38,218.0
39,64.0
40,128.0
41,16.0
42,87.0
43,122.0
44,168.0
45,151.0
46,309.0
47,358.0
48,210.0
49,198.0
50,169.0
51,1335.0
52,100.0
53,123.0
54,170.0
55,94.0
56,162.0
57,120.0
58,127.0
59,276.0
60,161.0
61,38.0
62,78.0
63,111.0
64,461.0
65,282.0
66,135.0
67,2366.0
68,223.0
69,122.0
70,161.0
71,136.0
72,669.0
73,125.0
74,1919.0
75,459.0
76,184.0
77,179.0
78,885.0
79,220.0
80,370.0
81,163.0
82,54.0
83,46.0
84,42.0
85,170.0
86,72.0
87,257.0
88,247.0
89,128.0
90,40.0
91,37.0
92,46.0
93,195.0
94,85.0
95,1107.0
96,73.0
97,314.0
98,113.0
99,89.0
