query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,617,46.88166666666667,20.5,8.0,12.12,25.64
query 2,2347,43.50217391304348,4.304347826086956,7.943913043478258,12.12,25.51478260869565
query 3,883,45.04,6.444444444444445,7.98875,12.12,25.65333333333333
query 4,2535,78.8532,4.08,8.264166666666666,12.12,25.6675
query 5,537,74.59166666666667,0.0,8.028333333333334,12.12,25.464
query 6,16,78.45,14.0,8.04,12.13,25.54
query 7,904,57.69888888888889,3.333333333333333,8.086666666666666,12.13,25.7725
query 8,548,45.833333333333336,0.0,8.076666666666666,12.13,25.404000000000003
query 9,747,44.335,2.75,8.10125,12.13,25.54714285714286
query 10,823,44.99125,1.75,8.12125,12.13,25.69375
query 12,256,44.47,0.0,8.083333333333334,12.13,25.5
query 13,226,43.336666666666666,4.666666666666667,8.065000000000001,12.13,25.38
query 14,236,44.985,0.0,8.05,12.13,25.505
query 16,820,44.89125,0.0,8.022499999999999,12.13,25.43
query 17,4387,82.85976190476191,2.6511627906976742,8.055476190476192,12.13,25.797857142857136
query 18,4564,78.23522727272727,5.045454545454546,8.44363636363636,12.13,26.02500000000001
query 19,260,47.56,7.0,8.055,12.13,25.416666666666668
query 20,2731,57.11923076923077,5.037037037037037,8.121538461538462,12.13,25.544814814814817
query 22, 1261,38.05916666666667,0.0,8.045833333333333,12.13,25.54666666666667
