query_id,cpu_used(%),ram_used(gb),time(ms)
1,89.2,1.14,616.0
2,27.4,0.98,76.0
3,75.0,1.04,418.0
4,72.3,0.95,371.0
5,82.8,0.99,451.0
6,65.1,1.1,184.0
7,84.4,1.36,461.0
8,63.5,1.22,383.0
9,86.2,1.51,1138.0
10,84.6,1.07,698.0
11,40.3,1.05,74.0
12,68.3,1.15,316.0
13,92.3,1.35,1069.0
14,50.0,1.34,147.0
15,67.2,1.23,189.5
16,67.2,1.25,196.0
17,64.6,1.25,344.0
18,87.9,1.35,928.0
19,79.1,1.28,539.0
20,73.0,1.06,325.0
21,98.5,1.25,1105.0
22,71.4,0.93,149.0
