query_id,time(ms)
1,74.0
2,96.0
3,527.0
4,2801.0
5,336.0
6,121.0
7,248.0
8,68.0
9,101.0
10,65.0
11,636.0
13,90.0
14,705.0
15,70.0
17,99.0
18,157.0
19,73.0
22,979.0
23,345.0
24,75.0
25,52.0
26,74.0
27,92.0
28,98.0
29,94.0
30,77.0
31,83.0
33,58.0
34,54.0
35,141.0
36,599.0
38,104.0
39,82.0
41,22.0
42,44.0
43,52.0
44,18.0
45,86.0
46,140.0
47,147.0
48,84.0
49,88.0
50,67.0
51,823.0
52,41.0
53,59.0
54,68.0
55,40.0
56,72.0
57,114.0
58,57.0
59,120.0
60,114.0
61,77.0
62,49.0
63,49.0
64,178.0
65,146.0
66,84.0
67,1008.0
68,97.0
69,43.0
70,65.0
71,70.0
72,253.0
73,53.0
74,476.0
75,195.0
76,85.0
78,235.0
79,86.0
81,128.0
83,31.0
84,31.0
85,75.0
86,48.0
87,102.0
88,86.0
89,60.0
90,16.0
91,23.0
93,58.0
96,36.0
97,95.0
99,47.0
