query_id, real_time(s), user_time(s), sys_time(s)
01, 0.215, 0.779635, 0.419238
02, 2.752, 3.905561, 0.724758
03, 4.674, 1.354485, 1.045857
04, 13.994, 27.355877, 4.587276
05, 4.625, 3.688097, 2.018640
06, 0.240, 1.286049, 0.957685
07, 1.792, 2.640202, 1.849787
08, 0.148, 1.337858, 1.176081
09, 0.986, 8.261105, 4.529832
10, 0.133, 1.257144, 0.872817
11, 2.922, 17.364568, 3.192198
13, 0.286, 3.808565, 2.580054
14, 4.169, 87.575074, 5.980181
14, 3.002, 60.666614, 1.968639
15, 0.093, 0.283617, 0.133318
17, 0.245, 2.286971, 1.823704
18, 0.277, 1.004250, 0.558115
19, 0.159, 1.393580, 1.761074
22, 0.441, 8.952580, 3.113782
23, 1.528, 36.408051, 7.369413
23, 1.481, 37.118302, 3.343977
24, 0.214, 2.804716, 1.837076
24, 0.096, 2.329563, 0.018696
25, 0.256, 2.095861, 2.327296
26, 0.078, 0.477267, 0.394307
27, 0.291, 2.738057, 2.417892
28, 0.364, 8.580208, 1.253927
29, 0.263, 2.553679, 2.096648
30, 0.133, 0.452208, 0.254691
31, 0.216, 2.960170, 1.600354
33, 0.186, 1.583517, 2.267957
34, 0.146, 1.755200, 1.175808
35, 0.353, 2.897525, 1.231968
36, 0.235, 4.126018, 1.698713
38, 0.279, 4.960918, 1.029872
39, 0.073, 0.377455, 0.310510
39, 0.055, 0.366952, 0.112056
41, 0.017, 0.023095, 0.023563
42, 0.113, 1.062995, 1.223423
43, 0.144, 2.531221, 0.958494
44, 0.068, 1.352592, 0.349803
45, 0.146, 0.606840, 0.547516
46, 0.393, 3.346875, 1.971186
47, 0.423, 8.213589, 2.736416
48, 0.248, 3.513975, 1.862709
49, 0.234, 2.164025, 2.582835
50, 0.205, 3.785947, 1.325870
51, 1.456, 19.638485, 4.726547
52, 0.122, 1.237434, 1.148746
53, 0.140, 1.642463, 1.359026
54, 0.207, 1.638368, 1.632180
55, 0.126, 1.040769, 1.355145
56, 0.193, 1.623906, 2.230329
57, 0.147, 2.010492, 0.628374
58, 0.161, 1.095701, 1.677244
59, 0.354, 8.011602, 0.941439
60, 0.190, 1.858901, 2.162082
61, 0.244, 2.809781, 2.142328
62, 0.077, 1.275967, 0.431472
63, 0.140, 1.507887, 1.395458
64, 0.696, 8.668888, 3.172677
65, 0.417, 8.058091, 2.320724
66, 0.194, 1.184158, 1.196140
67, 5.659, 93.059443, 49.249160
68, 1.398, 2.843993, 2.299555
69, 0.162, 1.221680, 1.025235
70, 0.199, 3.838570, 1.149398
71, 0.173, 1.621654, 1.694514
72, 0.796, 1.980640, 0.943195
73, 0.144, 1.679782, 1.264396
74, 2.289, 11.640038, 2.631825
75, 0.589, 7.255740, 2.945890
76, 0.307, 2.567125, 2.690025
78, 1.890, 18.886150, 4.661996
79, 0.235, 3.087066, 1.911650
81, 0.181, 0.686738, 0.293673
83, 0.050, 0.221165, 0.312103
84, 0.051, 0.259695, 0.133244
85, 0.208, 1.312910, 1.011226
86, 0.080, 0.926675, 0.494091
87, 0.324, 5.479438, 1.164402
88, 0.292, 6.829578, 1.048576
89, 0.155, 1.944732, 1.438162
90, 0.055, 0.490628, 0.459026
91, 0.045, 0.086212, 0.093883
93, 0.189, 1.065599, 0.483870
96, 0.087, 0.999105, 0.771921
97, 0.342, 6.254160, 1.585112
99, 0.097, 1.744166, 0.306743
