query_id, cpu_used(%), ram_used(gb)
01, 48.4, 0.59
02, 84.6, 0.64
02, 60.0, 0.62
03, 56.5, 0.63
04, 50.8, 0.72
04, 67.2, 0.80
04, 77.3, 0.90
04, 47.6, 1.14
04, 74.6, 1.16
04, 79.4, 1.17
04, 73.8, 1.19
04, 76.2, 1.19
04, 72.6, 1.20
04, 23.8, 0.87
05, 60.9, 1.02
05, 7.8, 0.94
06, 46.9, 1.02
07, 61.9, 1.05
07, 37.1, 0.80
08, 62.5, 0.88
09, 69.8, 0.90
09, 98.5, 0.90
09, 14.3, 0.90
10, 63.9, 0.95
11, 51.6, 0.97
11, 56.1, 1.04
11, 74.6, 1.08
11, 67.2, 1.09
11, 75.4, 1.11
11, 75.0, 1.12
11, 25.4, 0.81
12, 3.2, 0.81
13, 63.6, 0.89
13, 38.1, 0.87
14, 74.2, 0.91
14, 83.1, 1.01
14, 84.8, 1.16
14, 97.0, 1.49
14, us., 1.49
14, 97.0, 1.49
14, 87.5, 1.51
14, 89.4, 1.53
14, 98.5, 1.53
14, 75.4, 1.53
14, 98.5, 1.53
14, us., 1.53
14, 84.4, 1.52
14, 92.5, 1.52
14, 98.5, 1.52
14, 11.3, 0.96
15, 19.4, 0.94
16, 3.2, 0.94
17, 64.5, 0.94
18, 60.3, 1.00
19, 58.1, 0.98
20, 3.2, 0.83
21, 3.2, 0.83
22, 65.2, 0.88
22, 85.7, 1.03
22, 81.8, 1.33
22, 80.3, 1.66
22, 80.6, 2.00
22, 78.8, 2.33
22, 81.5, 2.66
22, 79.4, 2.98
22, 78.8, 3.33
22, 76.1, 3.67
22, 77.3, 4.02
22, 76.6, 4.36
22, 78.8, 4.70
22, 63.1, 4.97
22, 98.5, 4.97
22, 89.4, 4.97
22, 86.4, 4.97
22, 1.6, 2.32
22, 3.1, 0.92
23, 76.6, 0.96
23, 87.9, 1.07
23, 83.3, 1.23
23, 84.6, 1.39
23, 85.1, 1.58
23, 92.3, 1.70
23, 98.5, 1.71
23, 98.5, 1.71
23, 98.5, 1.72
23, 92.5, 1.72
23, 98.5, 1.72
23, 92.3, 1.72
23, 89.2, 1.77
23, 95.5, 1.78
23, 98.5, 1.78
23, 66.7, 1.41
24, 57.1, 0.94
24, 35.9, 0.96
25, 32.3, 0.93
26, 50.0, 0.95
