query_id, cpu_used(%), ram_used(gb)
27, 63.1, 1.01
27, 39.7, 0.93
28, 67.7, 0.97
28, us., 0.97
28, 45.3, 0.97
29, 63.5, 1.05
29, 0.0, 0.91
30, 32.3, 0.88
31, 68.3, 0.96
32, 3.2, 0.99
33, 63.6, 1.07
34, 72.3, 1.00
35, 71.9, 0.97
35, 20.3, 0.99
36, 61.9, 1.08
36, 38.1, 1.13
36, 21.0, 0.96
37, 3.3, 0.95
38, 75.0, 1.01
38, 35.9, 0.91
39, 68.8, 0.98
39, 71.0, 1.00
40, 3.2, 1.00
41, 6.3, 0.99
42, 42.6, 1.00
43, 79.7, 1.01
43, 1.6, 0.96
44, 80.6, 0.96
45, 24.6, 0.94
46, 70.1, 0.97
46, 20.6, 1.02
47, 71.9, 1.03
47, 84.6, 1.12
47, 90.9, 1.15
48, 67.7, 1.06
48, 20.6, 0.92
49, 60.9, 1.04
50, 78.8, 1.06
50, 10.9, 1.03
51, 72.6, 1.12
51, 89.6, 1.19
51, 95.5, 1.19
51, 90.9, 1.25
51, 81.2, 1.38
51, 93.8, 1.39
51, 83.3, 1.39
52, 50.0, 0.84
53, 63.5, 0.93
54, 62.9, 0.88
55, 46.8, 0.93
56, 59.4, 1.04
57, 74.6, 0.96
57, 6.6, 0.98
58, 52.5, 1.06
59, 84.6, 1.06
59, 95.5, 1.08
59, 44.4, 1.09
60, 61.9, 1.17
61, 11.5, 1.04
62, 56.5, 1.05
63, 64.6, 1.09
64, 63.5, 1.12
64, 83.1, 1.15
64, 36.5, 1.04
65, 70.8, 1.06
65, 97.0, 1.08
65, 0.0, 1.02
66, 54.1, 0.98
67, 65.6, 1.06
67, 83.6, 1.18
67, 87.3, 1.28
67, 87.7, 1.36
67, 84.8, 1.50
67, 89.4, 1.69
67, 88.1, 1.90
67, 87.9, 2.10
67, 85.9, 2.32
67, 84.1, 2.53
67, 97.0, 2.60
67, 97.0, 2.61
67, 91.2, 2.61
67, 89.2, 2.61
67, 89.4, 2.65
67, 80.3, 2.61
67, 79.4, 2.61
67, 78.1, 2.59
67, 3.2, 1.25
68, 67.2, 1.25
68, 6.3, 1.05
69, 66.1, 1.10
70, 66.7, 1.13
70, 4.8, 1.05
71, 62.5, 1.09
72, 54.8, 1.00
72, 40.3, 0.96
73, 71.9, 1.02
74, 53.1, 0.96
74, 59.4, 1.08
74, 66.2, 1.10
74, 58.7, 1.10
74, 0.0, 0.83
75, 63.5, 0.92
75, 71.4, 1.03
75, 3.2, 0.71
76, 68.8, 0.85
76, 0.0, 0.86
77, 3.3, 0.86
78, 67.2, 0.92
78, 84.1, 1.01
78, 82.1, 1.18
78, 85.3, 1.33
78, 76.6, 1.18
79, 71.4, 1.13
79, 1.6, 1.00
80, 3.2, 1.00
81, 39.7, 1.01
82, 3.2, 0.99
83, 17.7, 1.00
84, 24.2, 1.00
85, 60.7, 1.04
86, 40.3, 1.03
87, 76.9, 1.03
87, 61.9, 0.88
88, 69.2, 0.90
88, 98.5, 0.90
89, 67.2, 0.94
90, 22.2, 0.95
91, 20.6, 0.95
92, 4.8, 0.95
93, 71.9, 0.97
93, 93.9, 0.99
94, 29.0, 0.86
95, 3.3, 0.85
96, 43.5, 0.89
97, 75.0, 0.92
97, 98.5, 0.94
98, 3.2, 0.78
99, 77.8, 0.79
