query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,1800,88.08,6,10.34,12.12,27.74
query 3,7980,77.94,23,1.61,4.1,34.9
query 6,3129,63.89,14,1.87,4.1,35.57
query 7,9042,73.54,12,2.82,4.1,26.03
query 9,3795,72.98,18,3.38,4.1,38.23
query 13,8081,74.94,10,4.53,4.1,26.03
query 17,7326,72.15,100,5.63,8.11,71.63
query 24,28710,88.69,10,6.04,8.11,39.06
query 25,2090,64.66,99,6.09,8.11,73.47
query 26,3841,77.27,66,6.41,8.11,32.46
query 29,1838,60.71,100,6.91,8.11,71.34
query 30,2505,56.78,45,7.01,8.11,33.49
query 33,3064,74.87,14,7.03,8.11,33.71
query 34,1497,57.97,23,7.3,8.11,29.66
query 41,2326,61.6,1,7.1,8.11,25.93
query 42,261,56.5,0,7.08,8.11,25.46
query 43,342,62.31,8,7.1,8.11,25.5
query 46,2068,67.02,19,7.35,8.12,42.65
query 48,362,58.33,0,7.15,8.12,25.61
query 50,1053,50.25,32,7.36,8.12,31.58
query 52,843,53.52,16,7.34,8.12,26.03
query 53,837,46.72,26,7.2,8.12,50.24
query 54,64649,100.0,49,11.11,8.12,26.23
query 55,852,46.62,16,7.34,8.12,25.74
query 56,1193,52.63,9,7.34,8.12,28.76
query 58,1901,58.9,5,7.25,8.12,38.16
query 59,2283,61.87,21,7.28,8.12,39.01
query 60,649,68.09,1,7.18,8.12,25.54
query 61,1224,65.99,16,7.22,8.12,52.96
query 62,1291,62.53,9,7.29,8.12,25.85
query 63,409,58.33,9,7.33,8.12,25.6
query 64,4475,65.32,76,8.19,8.12,73.22
query 65,2297,55.53,28,8.24,8.12,50.46
query 68,4156,76.14,39,8.41,8.12,39.26
query 71,8918,100.0,20,9.24,8.12,27.09
query 73,1435,47.12,17,8.81,8.12,39.72
query 79,1998,66.58,14,9.2,12.12,27.01
query 81,3173,68.67,18,9.41,12.12,28.04
query 83,1961,47.59,4,9.29,12.12,28.27
query 89,1539,47.13,39,9.29,12.12,28.38
query 91,509,47.12,1,9.26,12.12,25.44
query 93,484,45.25,10,9.22,12.12,41.97
query 96,243,52.14,0,9.19,12.12,25.6
query 99, 3053,79.6,9,9.51,12.12,25.64
