CPU_time(ms), CPU_USAGE(%), GPU_time(ms), GPU_USAGE(%), RAM_time(ms), RAM_USED(Gb), VRAM_time(ms), VRAM_USED(Gb), POWER_time(ms), POWER_USE(W)
2025-04-06 13:16:13.721, 4.32, 2025-04-06 13:16:14.725, 17, 2025-04-06 13:16:14.743, 3.87, 2025-04-06 13:16:14.747, 3.73, 2025-04-06 13:16:14.765, 6.09
2025-04-06 13:16:13.824, 5.37, 2025-04-06 13:16:14.830, 19, 2025-04-06 13:16:14.848, 3.99, 2025-04-06 13:16:14.851, 3.73, 2025-04-06 13:16:14.869, 6.65
2025-04-06 13:16:13.927, 6.64, 2025-04-06 13:16:14.931, 9, 2025-04-06 13:16:14.950, 3.86, 2025-04-06 13:16:14.953, 3.73, 2025-04-06 13:16:14.971, 7.31
2025-04-06 13:16:14.029, 7.46, 2025-04-06 13:16:15.034, 9, 2025-04-06 13:16:15.052, 3.86, 2025-04-06 13:16:15.056, 3.73, 2025-04-06 13:16:15.073, 7.95
2025-04-06 13:16:14.131, 9.40, 2025-04-06 13:16:15.139, 3, 2025-04-06 13:16:15.165, 3.86, 2025-04-06 13:16:15.169, 3.73, 2025-04-06 13:16:15.199, 8.58
2025-04-06 13:16:14.233, 18.22, 2025-04-06 13:16:15.241, 3, 2025-04-06 13:16:15.275, 3.89, 2025-04-06 13:16:15.279, 3.73, 2025-04-06 13:16:15.298, 9.22
2025-04-06 13:16:14.334, 25.06, 2025-04-06 13:16:15.339, 0, 2025-04-06 13:16:15.367, 3.94, 2025-04-06 13:16:15.375, 3.73, 2025-04-06 13:16:15.408, 9.82
2025-04-06 13:16:14.435, 33.23, 2025-04-06 13:16:15.439, 0, 2025-04-06 13:16:15.457, 4.01, 2025-04-06 13:16:15.460, 3.73, 2025-04-06 13:16:15.493, 10.44
2025-04-06 13:16:14.536, 40.05, 2025-04-06 13:16:15.540, 6, 2025-04-06 13:16:15.575, 4.04, 2025-04-06 13:16:15.582, 3.73, 2025-04-06 13:16:15.614, 10.90
2025-04-06 13:16:14.638, 47.47, 2025-04-06 13:16:15.645, 6, 2025-04-06 13:16:15.680, 4.12, 2025-04-06 13:16:15.691, 3.73, 2025-04-06 13:16:15.724, 10.81
2025-04-06 13:16:14.739, 56.29, 2025-04-06 13:16:15.743, 0, 2025-04-06 13:16:15.768, 4.16, 2025-04-06 13:16:15.772, 3.73, 2025-04-06 13:16:15.790, 10.81
2025-04-06 13:16:14.840, 58.33, 2025-04-06 13:16:15.845, 0, 2025-04-06 13:16:15.864, 3.89, 2025-04-06 13:16:15.867, 3.73, 2025-04-06 13:16:15.885, 10.77
2025-04-06 13:16:14.941, 57.86, 2025-04-06 13:16:15.945, 5, 2025-04-06 13:16:15.964, 3.91, 2025-04-06 13:16:15.967, 3.73, 2025-04-06 13:16:15.986, 10.75
2025-04-06 13:16:15.043, 57.78, 2025-04-06 13:16:16.047, 5, 2025-04-06 13:16:16.065, 3.95, 2025-04-06 13:16:16.069, 3.73, 2025-04-06 13:16:16.087, 10.71
2025-04-06 13:16:15.147, 55.40, 2025-04-06 13:16:16.155, 15, 2025-04-06 13:16:16.173, 4.15, 2025-04-06 13:16:16.176, 3.73, 2025-04-06 13:16:16.194, 10.80
2025-04-06 13:16:15.252, 47.12, 2025-04-06 13:16:16.258, 15, 2025-04-06 13:16:16.276, 4.02, 2025-04-06 13:16:16.279, 3.73, 2025-04-06 13:16:16.296, 10.80
2025-04-06 13:16:15.356, 40.34, 2025-04-06 13:16:16.362, 7, 2025-04-06 13:16:16.380, 4.04, 2025-04-06 13:16:16.384, 3.73, 2025-04-06 13:16:16.401, 10.83
2025-04-06 13:16:15.458, 34.57, 2025-04-06 13:16:16.462, 7, 2025-04-06 13:16:16.480, 4.01, 2025-04-06 13:16:16.483, 3.73, 2025-04-06 13:16:16.500, 10.84
2025-04-06 13:16:15.560, 25.79, 2025-04-06 13:16:16.568, 1, 2025-04-06 13:16:16.586, 4.03, 2025-04-06 13:16:16.589, 3.73, 2025-04-06 13:16:16.607, 10.83
2025-04-06 13:16:15.662, 18.42, 2025-04-06 13:16:16.669, 1, 2025-04-06 13:16:16.687, 4.03, 2025-04-06 13:16:16.690, 3.73, 2025-04-06 13:16:16.707, 10.81
2025-04-06 13:16:15.767, 10.03, 2025-04-06 13:16:16.771, 1, 2025-04-06 13:16:16.789, 4.03, 2025-04-06 13:16:16.793, 3.73, 2025-04-06 13:16:16.810, 10.83
2025-04-06 13:16:15.868, 9.86, 2025-04-06 13:16:16.872, 1, 2025-04-06 13:16:16.890, 3.98, 2025-04-06 13:16:16.893, 3.73, 2025-04-06 13:16:16.911, 10.85
2025-04-06 13:16:15.969, 10.11, 2025-04-06 13:16:16.973, 3, 2025-04-06 13:16:16.991, 3.99, 2025-04-06 13:16:16.994, 3.73, 2025-04-06 13:16:17.011, 10.87
2025-04-06 13:16:16.070, 10.03, 2025-04-06 13:16:17.074, 3, 2025-04-06 13:16:17.093, 3.99, 2025-04-06 13:16:17.096, 3.73, 2025-04-06 13:16:17.115, 10.87
2025-04-06 13:16:16.172, 10.22, 2025-04-06 13:16:17.175, 4, 2025-04-06 13:16:17.194, 3.98, 2025-04-06 13:16:17.197, 3.73, 2025-04-06 13:16:17.214, 10.94
2025-04-06 13:16:16.272, 9.99, 2025-04-06 13:16:17.277, 4, 2025-04-06 13:16:17.296, 4.00, 2025-04-06 13:16:17.299, 3.73, 2025-04-06 13:16:17.317, 10.86
2025-04-06 13:16:16.374, 9.94, 2025-04-06 13:16:17.378, 1, 2025-04-06 13:16:17.396, 4.02, 2025-04-06 13:16:17.399, 3.73, 2025-04-06 13:16:17.416, 10.84
2025-04-06 13:16:16.475, 9.92, 2025-04-06 13:16:17.479, 1, 2025-04-06 13:16:17.497, 4.02, 2025-04-06 13:16:17.500, 3.73, 2025-04-06 13:16:17.518, 10.83
2025-04-06 13:16:16.576, 10.51, 2025-04-06 13:16:17.580, 0, 2025-04-06 13:16:17.599, 4.03, 2025-04-06 13:16:17.602, 3.73, 2025-04-06 13:16:17.620, 10.83
2025-04-06 13:16:16.677, 10.41, 2025-04-06 13:16:17.681, 0, 2025-04-06 13:16:17.699, 4.01, 2025-04-06 13:16:17.703, 3.73, 2025-04-06 13:16:17.720, 10.91
2025-04-06 13:16:16.778, 10.36, 2025-04-06 13:16:17.782, 4, 2025-04-06 13:16:17.801, 4.01, 2025-04-06 13:16:17.804, 3.73, 2025-04-06 13:16:17.822, 10.91
2025-04-06 13:16:16.880, 10.31, 2025-04-06 13:16:17.884, 4, 2025-04-06 13:16:17.903, 4.00, 2025-04-06 13:16:17.907, 3.73, 2025-04-06 13:16:17.937, 10.94
